"track" "total_distance_traveled_pixels" "time_spent_in_open" "distance_spent_in_open" "minutes.moving" "minutes.staying" "day" "camera" "arena" "infection.status"
2 22586.9980804509 144 826.025820169436 0.6 59.5 "day 3" "cam 2" "arena 10" "infected"
3 19523.1356177506 585 1028.27752258185 2.6 57.5 "day 3" "cam 2" "arena 10" "control"
4 20791.1308376955 112 461.49422527151 0.5 59.6 "day 3" "cam 2" "arena 10" "control"
1 23602.986743558 70 343.449538701621 0.3 59.4 "day 3" "cam 3" "arena 11" "infected"
2 20581.384553311 212 568.885988483935 0.9 58.7 "day 3" "cam 3" "arena 11" "infected"
3 24170.4674995621 239 800.478014348921 1.1 58.6 "day 3" "cam 3" "arena 11" "control"
4 48114.2307072303 851 7580.45246126978 3.8 55.9 "day 3" "cam 3" "arena 11" "control"
1 31766.0419322079 467 3070.30683090276 2.1 58.1 "day 3" "cam 4" "arena 12" "infected"
2 23963.2958064405 1047 3316.74466429111 4.7 55.5 "day 3" "cam 4" "arena 12" "infected"
3 24508.7646729949 576 1523.06904825337 2.6 57.6 "day 3" "cam 4" "arena 12" "control"
4 37247.8301966072 920 4106.51386705529 4.1 56 "day 3" "cam 4" "arena 12" "control"
1 24624.4924678967 4300 5837.84998432912 19.2 41 "day 4" "cam 1" "arena 13" "infected"
2 69727.8292501792 1133 7247.28475115744 5.1 55.1 "day 4" "cam 1" "arena 13" "infected"
3 48817.6876687264 373 2945.29374525056 1.7 58.5 "day 4" "cam 1" "arena 13" "control"
4 42565.1404254622 152 1090.81814746488 0.7 59.5 "day 4" "cam 1" "arena 13" "control"
1 29586.3096227402 442 1524.94044852582 2 58.1 "day 4" "cam 2" "arena 14" "infected"
2 30661.714338479 570 2674.40837954638 2.5 57.6 "day 4" "cam 2" "arena 14" "infected"
3 45235.4810302814 1555 7448.51511573374 6.9 53.2 "day 4" "cam 2" "arena 14" "control"
4 48932.4945918876 628 4081.80533711593 2.8 57.3 "day 4" "cam 2" "arena 14" "control"
1 37077.8896028248 434 3874.27900845003 1.9 58.2 "day 4" "cam 3" "arena 15" "infected"
2 40562.5176491267 901 2397.33774599282 4 56.1 "day 4" "cam 3" "arena 15" "infected"
3 46144.6492548228 198 2033.30365257037 0.9 59.3 "day 4" "cam 3" "arena 15" "control"
4 77882.9638900355 565 6759.73498638468 2.5 57.6 "day 4" "cam 3" "arena 15" "control"
1 42181.709021217 706 3102.60044778532 3.1 57 "day 4" "cam 4" "arena 16" "infected"
2 41473.5860003626 696 4846.91013983174 3.1 57 "day 4" "cam 4" "arena 16" "infected"
3 52826.0505148556 417 4429.60008954396 1.9 58.3 "day 4" "cam 4" "arena 16" "control"
4 42080.1758444387 500 3060.75026447622 2.2 57.9 "day 4" "cam 4" "arena 16" "control"
1 32756.277406629 1615 4804.8394149938 7.2 52.9 "day 5" "cam 1" "arena 17" "infected"
2 45471.5803335612 629 3579.7561644243 2.8 57.3 "day 5" "cam 1" "arena 17" "infected"
3 15636.6332688854 94 1301.07092264502 0.4 59.7 "day 5" "cam 1" "arena 17" "control"
4 66800.368052035 509 4676.72123244399 2.3 57.9 "day 5" "cam 1" "arena 17" "control"
1 30415.8799294501 30 188.940550393132 0.1 59.6 "day 5" "cam 2" "arena 18" "infected"
2 26824.6582903199 1767 3931.06012690515 7.9 51.8 "day 5" "cam 2" "arena 18" "infected"
3 34725.565083313 899 2881.98193367517 4 55.7 "day 5" "cam 2" "arena 18" "control"
4 35048.2029214945 434 3945.44034511714 1.9 57.8 "day 5" "cam 2" "arena 18" "control"
1 44501.7321100169 415 2030.0405441356 1.9 58.3 "day 5" "cam 3" "arena 19" "infected"
2 59954.7959594318 889 7135.98363800117 4 56.2 "day 5" "cam 3" "arena 19" "infected"
3 60084.550804339 785 5919.83308852047 3.5 56.7 "day 5" "cam 3" "arena 19" "control"
4 54093.2066670123 952 3363.79456618021 4.2 55.9 "day 5" "cam 3" "arena 19" "control"
1 33112.123538225 572 1761.70781672079 2.6 56.7 "day 5" "cam 4" "arena 20" "infected"
2 39860.2141453439 617 2574.25022299006 2.8 56.5 "day 5" "cam 4" "arena 20" "infected"
3 34678.8562225407 3788 8379.98786009873 16.9 42.4 "day 5" "cam 4" "arena 20" "control"
4 54064.6218514202 506 4156.63444360805 2.3 57 "day 5" "cam 4" "arena 20" "control"
1 44135.9120886263 613 4465.13691907779 2.7 57.4 "day 6" "cam 1" "arena 21" "infected"
2 44418.023594177 323 3060.77852569111 1.4 58.7 "day 6" "cam 1" "arena 21" "infected"
3 27138.2583970276 217 635.513594174136 1 59.2 "day 6" "cam 1" "arena 21" "control"
4 24238.1514674349 366 840.730238618437 1.6 58.5 "day 6" "cam 1" "arena 21" "control"
1 37597.4959307879 210 1431.57132084676 0.9 59.2 "day 6" "cam 2" "arena 22" "infected"
2 47807.2810060682 385 2046.52471950429 1.7 58.4 "day 6" "cam 2" "arena 22" "infected"
3 49155.2700050686 138 968.920993582732 0.6 59.5 "day 6" "cam 2" "arena 22" "control"
4 33415.3128023397 1779 5990.73671553911 7.9 52.2 "day 6" "cam 2" "arena 22" "control"
1 34253.3310780744 545 1884.78580813684 2.4 57.7 "day 6" "cam 3" "arena 23" "infected"
2 37607.591068807 419 2642.09557303492 1.9 58.3 "day 6" "cam 3" "arena 23" "infected"
3 41248.534398789 962 4971.85720154202 4.3 55.9 "day 6" "cam 3" "arena 23" "control"
4 1057.89244429453 0 0 0 60.2 "day 6" "cam 3" "arena 23" "control"
1 36023.8155539815 628 3808.53667798228 2.8 57.3 "day 6" "cam 4" "arena 24" "infected"
2 38806.4351886604 575 2119.39037148207 2.6 57.6 "day 6" "cam 4" "arena 24" "infected"
3 38589.8837207738 684 3412.80210757892 3.1 57.1 "day 6" "cam 4" "arena 24" "control"
4 36251.5478856524 481 2150.55128104528 2.1 58 "day 6" "cam 4" "arena 24" "control"
1 48428.0059259313 1134 4192.00672703152 5.1 55.1 "day 7" "cam 1" "arena 25" "infected"
2 23687.8880446785 171 639.803208339102 0.8 59.4 "day 7" "cam 1" "arena 25" "infected"
3 67895.0053091017 239 1756.14575695182 1.1 59.1 "day 7" "cam 1" "arena 25" "control"
4 38427.1020799477 364 2626.7539369867 1.6 58.5 "day 7" "cam 1" "arena 25" "control"
1 8485.6171115972 0 0 0 60.1 "day 7" "cam 2" "arena 26" "infected"
2 15653.9451698053 457 1272.15303152577 2 58.1 "day 7" "cam 2" "arena 26" "infected"
3 62591.0235464857 818 5772.00879462337 3.6 56.5 "day 7" "cam 2" "arena 26" "control"
4 38825.3684882796 507 2664.98894145495 2.3 57.9 "day 7" "cam 2" "arena 26" "control"
1 37421.4521447325 1227 2709.9876240493 5.5 54.7 "day 7" "cam 3" "arena 27" "infected"
2 29040.7427564398 611 1837.42672821285 2.7 57.4 "day 7" "cam 3" "arena 27" "infected"
3 29215.7283887412 287 2136.70590613302 1.3 58.8 "day 7" "cam 3" "arena 27" "control"
4 42122.3122271582 644 4486.17979518643 2.9 57.3 "day 7" "cam 3" "arena 27" "control"
1 17138.1161978717 3766 5000.9476163488 16.8 43.3 "day 7" "cam 4" "arena 28" "infected"
2 37686.3364058871 453 2089.56254653747 2 58.1 "day 7" "cam 4" "arena 28" "infected"
3 47777.2838014128 811 4904.28556488696 3.6 56.5 "day 7" "cam 4" "arena 28" "control"
4 24474.1390197698 356 1145.83340048605 1.6 58.5 "day 7" "cam 4" "arena 28" "control"
1 48415.4433016278 787 5608.82874230653 3.5 56.6 "day 8" "cam 1" "arena 29" "infected"
2 6617.16079193246 6 97.0300462482244 0 60.1 "day 8" "cam 1" "arena 29" "infected"
3 54877.8657254895 801 3208.67435972559 3.6 56.6 "day 8" "cam 1" "arena 29" "control"
4 50578.9061849158 938 4438.08771929574 4.2 56 "day 8" "cam 1" "arena 29" "control"
1 35706.6591918351 324 2073.5665555197 1.4 31.8 "day 8" "cam 2" "arena 30" "infected"
2 15505.1796732859 1599 3316.78947869967 7.1 26.1 "day 8" "cam 2" "arena 30" "infected"
3 32467.3979242645 390 3036.48343946452 1.7 31.5 "day 8" "cam 2" "arena 30" "control"
4 12870.1727277565 700 2033.19154489282 3.1 30.1 "day 8" "cam 2" "arena 30" "control"
1 44747.114146337 646 4629.6413774544 2.9 57.3 "day 8" "cam 3" "arena 31" "infected"
2 86565.3202387682 1616 9364.48455937261 7.2 52.9 "day 8" "cam 3" "arena 31" "infected"
3 45911.0774845759 504 3162.00455217938 2.2 57.9 "day 8" "cam 3" "arena 31" "control"
4 41565.0057510072 125 1900.16693069105 0.6 59.6 "day 8" "cam 3" "arena 31" "control"
1 48940.5127844741 33 414.016201146436 0.1 59.4 "day 8" "cam 4" "arena 32" "infected"
2 50329.1179893713 789 3029.11493937221 3.5 56 "day 8" "cam 4" "arena 32" "infected"
3 31355.7923882268 1113 4507.889760394 5 54.5 "day 8" "cam 4" "arena 32" "control"
4 55333.7654013559 554 4272.98951953953 2.5 57 "day 8" "cam 4" "arena 32" "control"
