"day" "camera" "hour" "arena" "infection.status" "track" "total_distance_traveled_pixels" "time_spent_in_open" "distance_spent_in_open" "minutes.moving" "minutes.staying" "tot.distance.cm" "speed.cmxmin" "tot.distance.m" "seconds.moving" "speed.mxsec" "speed.cmxsec"
"day 6" "cam 3" "hour 3" "arena 23" "infected" 1 23112.2332778301 3254 4094.34451545156 14.5 45.6 611.51 42.2 6.1151 870.635451505017 0.01 0.7
"day 6" "cam 3" "hour 3" "arena 23" "infected" 2 0 0 0 0 60.2 0 0 0 0 0 0
"day 6" "cam 3" "hour 3" "arena 23" "control" 3 23182.0872640004 9189 15330.8502788778 41 19.2 613.36 15 6.1336 2458.59531772575 0 0.25
"day 6" "cam 3" "hour 3" "arena 23" "control" 4 79.1791896706291 0 0 0 60.2 2.09 Inf 0.0209 0 Inf Inf
"day 7" "cam 1" "hour 3" "arena 25" "infected" 1 25034.3493790656 2572 6909.62710903043 11.5 48.7 662.37 57.6 6.6237 688.160535117057 0.01 0.96
"day 7" "cam 1" "hour 3" "arena 25" "infected" 2 17237.2197327214 1356 2613.53705324197 6 54.1 456.07 76 4.5607 362.809364548495 0.01 1.26
"day 7" "cam 1" "hour 3" "arena 25" "control" 3 44815.9825902083 2288 7241.36116772282 10.2 49.9 1185.76 116.3 11.8576 612.173913043478 0.02 1.94
"day 7" "cam 1" "hour 3" "arena 25" "control" 4 10812.7927259813 1167 1997.54635654429 5.2 54.9 286.09 55 2.8609 312.240802675585 0.01 0.92
"day 7" "cam 2" "hour 3" "arena 26" "infected" 1 0 0 0 0 24.1 0 0 0 0 0 0
"day 7" "cam 2" "hour 3" "arena 26" "infected" 2 6220.03660701512 418 788.582460610812 1.9 22.2 164.57 86.6 1.6457 111.839464882943 0.01 1.47
"day 7" "cam 2" "hour 3" "arena 26" "control" 3 7143.19411513159 2100 3100.5947771861 9.4 14.7 189 20.1 1.89 561.872909698997 0 0.34
"day 7" "cam 2" "hour 3" "arena 26" "control" 4 3111.53705219235 3985 1180.75573914316 17.8 6.3 82.33 4.6 0.8233 1066.22073578595 0 0.08
"day 7" "cam 3" "hour 3" "arena 27" "infected" 1 494.999057428495 0 0 0 60.1 13.1 Inf 0.131 0 Inf Inf
"day 7" "cam 3" "hour 3" "arena 27" "infected" 2 21377.5929840824 1446 4065.3341114009 6.4 53.7 565.62 88.4 5.6562 386.889632107023 0.01 1.46
"day 7" "cam 3" "hour 3" "arena 27" "control" 3 17773.9953524159 12962 16578.7915583327 57.8 2.3 470.27 8.1 4.7027 3468.09364548495 0 0.14
"day 7" "cam 3" "hour 3" "arena 27" "control" 4 21093.3110989037 1028 3040.47744344763 4.6 55.5 558.09 121.3 5.5809 275.05016722408 0.02 2.03
"day 7" "cam 4" "hour 3" "arena 28" "infected" 1 23056.1851615571 1318 3673.00437972431 5.9 54.3 610.03 103.4 6.1003 352.642140468227 0.02 1.73
"day 7" "cam 4" "hour 3" "arena 28" "infected" 2 21478.1110142506 728 2208.52813316777 3.2 56.9 568.27 177.6 5.6827 194.782608695652 0.03 2.92
"day 7" "cam 4" "hour 3" "arena 28" "control" 3 7842.60897119327 10212 4901.75820929088 45.5 14.6 207.5 4.6 2.075 2732.30769230769 0 0.08
"day 7" "cam 4" "hour 3" "arena 28" "control" 4 15941.5331929157 1236 2466.23756779696 5.5 54.6 421.79 76.7 4.2179 330.702341137124 0.01 1.28
"day 8" "cam 1" "hour 3" "arena 29" "infected" 1 22404.6191544986 2673 5125.6080497928 11.9 48.2 592.79 49.8 5.9279 715.183946488294 0.01 0.83
"day 8" "cam 1" "hour 3" "arena 29" "infected" 2 0 13489 0 60.2 0 0 0 0 3609.09698996656 0 0
"day 8" "cam 1" "hour 3" "arena 29" "control" 3 41370.7431820316 2299 8432.17289010953 10.3 49.9 1094.6 106.3 10.946 615.117056856187 0.02 1.78
"day 8" "cam 1" "hour 3" "arena 29" "control" 4 7442.89115446877 11876 4040.37283506476 53 7.2 196.93 3.7 1.9693 3177.52508361204 0 0.06
"day 8" "cam 3" "hour 3" "arena 31" "infected" 1 0 9279 0 41.4 0 0 0 0 2482.67558528428 0 0
"day 8" "cam 3" "hour 3" "arena 31" "infected" 2 8175.34847677495 460 1716.2612478947 2.1 39.3 216.31 103 2.1631 123.076923076923 0.02 1.76
"day 8" "cam 3" "hour 3" "arena 31" "control" 3 14976.1980469804 2728 4667.52567990059 12.2 29.2 396.25 32.5 3.9625 729.899665551839 0.01 0.54
"day 8" "cam 3" "hour 3" "arena 31" "control" 4 8058.30661572666 6724 6902.04228945153 30 11.4 213.21 7.1 2.1321 1799.0635451505 0 0.12
"day 8" "cam 4" "hour 3" "arena 32" "infected" 1 24092.0265470451 2303 4304.39843906354 10.3 49.9 637.43 61.9 6.3743 616.1872909699 0.01 1.03
"day 8" "cam 4" "hour 3" "arena 32" "infected" 2 15534.6199590278 864 2106.74924435283 3.9 56.3 411.02 105.4 4.1102 231.170568561873 0.02 1.78
"day 8" "cam 4" "hour 3" "arena 32" "control" 3 0 0 0 0 60.1 0 0 0 0 0 0
"day 8" "cam 4" "hour 3" "arena 32" "control" 4 5698.66161672827 192 231.33141641066 0.9 59.3 150.78 167.5 1.5078 51.371237458194 0.03 2.94
