"track" "total_distance_traveled_pixels" "time_spent_in_open" "distance_spent_in_open" "minutes.moving" "minutes.staying" "day" "camera" "arena" "infection.status"
3 15166.8291344068 7812 8651.37155900115 34.8 25.3 "day 2" "cam 2" "arena 6" "control"
4 23834.6291429663 2668 5741.83989624583 11.9 48.2 "day 2" "cam 2" "arena 6" "control"
1 24814.8669099855 952 1852.3648422222 4.2 55.9 "day 2" "cam 3" "arena 7" "infected"
2 14233.2418025997 206 948.224054631173 0.9 59.2 "day 2" "cam 3" "arena 7" "infected"
3 30214.9279924037 1382 5726.62381075329 6.2 54 "day 2" "cam 3" "arena 7" "control"
4 12875.6209105962 3697 4120.18006548791 16.5 43.7 "day 2" "cam 3" "arena 7" "control"
1 19108.899525516 6463 8947.12047982375 28.8 31.3 "day 2" "cam 4" "arena 8" "infected"
2 26867.319629818 3437 8407.69384153386 15.3 44.8 "day 2" "cam 4" "arena 8" "infected"
3 25710.2373875225 1649 4568.68165014458 7.4 52.8 "day 2" "cam 4" "arena 8" "control"
4 15853.4027145255 4650 5684.10135219352 20.7 39.4 "day 2" "cam 4" "arena 8" "control"
1 25732.667531035 3082 7157.37295767577 13.7 46.4 "day 3" "cam 1" "arena 9" "infected"
2 27937.5504608039 4009 9918.75456655504 17.9 42.3 "day 3" "cam 1" "arena 9" "infected"
3 8132.30749261918 1930 3028.81942156556 8.6 51.5 "day 3" "cam 1" "arena 9" "control"
4 29942.4820186939 2921 6653.91206175479 13 47.1 "day 3" "cam 1" "arena 9" "control"
1 20958.8599818223 853 2614.83692923994 3.8 56.3 "day 3" "cam 2" "arena 10" "infected"
2 17316.8711648602 1203 2447.00368871394 5.4 54.8 "day 3" "cam 2" "arena 10" "infected"
3 19240.7041172523 1948 3157.3143236937 8.7 51.5 "day 3" "cam 2" "arena 10" "control"
4 16293.8764485159 370 856.473115830177 1.6 58.5 "day 3" "cam 2" "arena 10" "control"
1 18945.2434704899 348 688.117412454205 1.6 58.6 "day 3" "cam 3" "arena 11" "infected"
2 18381.3816851612 1200 2454.59680542345 5.4 54.8 "day 3" "cam 3" "arena 11" "infected"
3 8655.51947864428 622 1571.51173736536 2.8 57.4 "day 3" "cam 3" "arena 11" "control"
4 18278.5025748879 893 3257.30276249348 4 56.2 "day 3" "cam 3" "arena 11" "control"
1 21323.1436340773 690 1763.93939270866 3.1 57.1 "day 3" "cam 4" "arena 12" "infected"
2 20186.6524437525 1094 3699.7762649056 4.9 55.3 "day 3" "cam 4" "arena 12" "infected"
3 22925.6260034853 673 1530.80722138544 3 57.2 "day 3" "cam 4" "arena 12" "control"
4 23768.6969179159 2993 6935.88453387661 13.3 46.8 "day 3" "cam 4" "arena 12" "control"
1 19440.0677811973 6446 8843.68257546751 28.7 31.4 "day 4" "cam 1" "arena 13" "infected"
2 29811.3750682434 1917 4947.07985385246 8.5 51.6 "day 4" "cam 1" "arena 13" "infected"
3 22370.5978918308 684 2347.19361609723 3.1 57.1 "day 4" "cam 1" "arena 13" "control"
4 19003.7023456922 1000 2793.01482813451 4.5 55.7 "day 4" "cam 1" "arena 13" "control"
1 17701.578688411 1755 3842.35434038212 7.8 52.3 "day 4" "cam 2" "arena 14" "infected"
2 8201.1021980232 606 1166.97254649499 2.7 57.4 "day 4" "cam 2" "arena 14" "infected"
3 6742.66430724696 241 803.466752418992 1.1 59.1 "day 4" "cam 2" "arena 14" "control"
4 25038.0243372383 833 3477.55785062338 3.7 56.4 "day 4" "cam 2" "arena 14" "control"
1 17911.2473038029 1112 1920.79418673305 5 55.2 "day 4" "cam 3" "arena 15" "infected"
2 20875.8563931976 3618 5306.36271416405 16.1 44 "day 4" "cam 3" "arena 15" "infected"
3 30127.6576843042 627 3004.56709957719 2.8 57.3 "day 4" "cam 3" "arena 15" "control"
4 33571.8123277348 1699 5327.2308850482 7.6 52.6 "day 4" "cam 3" "arena 15" "control"
1 26878.5424660324 2730 7797.79730342129 12.2 48 "day 4" "cam 4" "arena 16" "infected"
2 22356.629735546 8729 11176.8029792526 38.9 21.2 "day 4" "cam 4" "arena 16" "infected"
3 21509.9675923625 461 2329.9318595083 2.1 58.1 "day 4" "cam 4" "arena 16" "control"
4 23201.5420355396 1652 4224.58520564349 7.4 52.8 "day 4" "cam 4" "arena 16" "control"
1 9794.10805379093 1316 2472.29894641558 5.9 54.3 "day 5" "cam 1" "arena 17" "infected"
2 27956.6917118178 2358 6557.60477725946 10.5 49.6 "day 5" "cam 1" "arena 17" "infected"
3 71067.1938723721 3683 21616.6257177379 16.4 43.7 "day 5" "cam 1" "arena 17" "control"
4 26092.5999255507 908 2962.78023910326 4 56.1 "day 5" "cam 1" "arena 17" "control"
1 2616.44543608927 1987 2083.33703129846 8.9 51.3 "day 5" "cam 2" "arena 18" "infected"
2 19375.4584481164 1536 2892.95944369493 6.8 53.3 "day 5" "cam 2" "arena 18" "infected"
3 6549.94148504964 859 1362.99327353393 3.8 56.3 "day 5" "cam 2" "arena 18" "control"
4 4514.34067672862 0 0 0 60.1 "day 5" "cam 2" "arena 18" "control"
1 25004.840399072 188 851.09597040572 0.8 59.3 "day 5" "cam 3" "arena 19" "infected"
2 23308.1662329857 1411 2728.49928301353 6.3 53.9 "day 5" "cam 3" "arena 19" "infected"
3 26453.5050295258 1499 3654.96028581958 6.7 53.5 "day 5" "cam 3" "arena 19" "control"
4 21576.1171606131 1676 3981.5319668274 7.5 52.7 "day 5" "cam 3" "arena 19" "control"
1 24454.3003784907 2527 5006.22466540509 11.3 48.9 "day 5" "cam 4" "arena 20" "infected"
2 19495.4468281264 7093 9691.66829317881 31.6 28.5 "day 5" "cam 4" "arena 20" "infected"
3 23269.87797657 3983 6200.86019523634 17.8 42.4 "day 5" "cam 4" "arena 20" "control"
4 21341.1945728085 3233 6815.38132395788 14.4 45.7 "day 5" "cam 4" "arena 20" "control"
1 26429.9074552321 1749 5630.2302038346 7.8 52.4 "day 6" "cam 1" "arena 21" "infected"
2 28520.6125257122 1520 4828.9670229914 6.8 53.4 "day 6" "cam 1" "arena 21" "infected"
3 1711.60571005645 0 0 0 60.2 "day 6" "cam 1" "arena 21" "control"
4 19963.3955792327 1430 3191.80887935983 6.4 53.8 "day 6" "cam 1" "arena 21" "control"
1 24682.0335206604 829 3905.06096131401 3.7 56.5 "day 6" "cam 2" "arena 22" "infected"
2 26231.5067133613 282 1355.5493854653 1.3 58.9 "day 6" "cam 2" "arena 22" "infected"
3 21616.5652516608 578 1928.31492094202 2.6 57.6 "day 6" "cam 2" "arena 22" "control"
4 4049.18829576791 648 723.926388168025 2.9 57.3 "day 6" "cam 2" "arena 22" "control"
1 27663.4112301674 452 781.765611541543 2 58.1 "day 6" "cam 3" "arena 23" "infected"
2 9586.66192610588 494 1841.89414142171 2.2 57.9 "day 6" "cam 3" "arena 23" "infected"
3 27414.9847946085 7675 13653.191033587 34.2 25.9 "day 6" "cam 3" "arena 23" "control"
4 0 0 0 0 60.2 "day 6" "cam 3" "arena 23" "control"
1 25034.3493790656 2572 6909.62710903043 11.5 48.7 "day 7" "cam 1" "arena 25" "infected"
2 17237.2197327214 1356 2613.53705324197 6 54.1 "day 7" "cam 1" "arena 25" "infected"
3 44815.9825902083 2288 7241.36116772282 10.2 49.9 "day 7" "cam 1" "arena 25" "control"
4 10812.7927259813 1167 1997.54635654429 5.2 54.9 "day 7" "cam 1" "arena 25" "control"
1 1233.93517542482 0 0 0 60.1 "day 7" "cam 2" "arena 26" "infected"
2 13716.4315700254 382 889.695763027655 1.7 58.4 "day 7" "cam 2" "arena 26" "infected"
3 30441.9534238741 1351 5785.51842945673 6 54.1 "day 7" "cam 2" "arena 26" "control"
4 24197.7371986971 2589 5651.19538145695 11.5 48.6 "day 7" "cam 2" "arena 26" "control"
1 18329.3479935415 158 577.181310827511 0.7 59.4 "day 7" "cam 3" "arena 27" "infected"
2 20027.2332274117 1981 3946.47969214021 8.8 51.3 "day 7" "cam 3" "arena 27" "infected"
3 4811.36423326871 11850 1463.4051975017 52.8 7.3 "day 7" "cam 3" "arena 27" "control"
4 41981.1506563338 2001 7713.89476564082 8.9 51.2 "day 7" "cam 3" "arena 27" "control"
1 19237.5900139973 6780 3338.30158589631 30.2 29.9 "day 7" "cam 4" "arena 28" "infected"
2 32310.1153317206 2003 5109.76103308932 8.9 51.2 "day 7" "cam 4" "arena 28" "infected"
3 20953.3838539242 1843 4537.49876624885 8.2 51.9 "day 7" "cam 4" "arena 28" "control"
4 20100.3793248602 1408 2863.7125806114 6.3 53.9 "day 7" "cam 4" "arena 28" "control"
1 29099.809814225 1770 5751.19478592813 7.9 52.2 "day 8" "cam 1" "arena 29" "infected"
2 0 0 0 0 60.1 "day 8" "cam 1" "arena 29" "infected"
3 28801.1955387315 949 3447.29134140823 4.2 55.9 "day 8" "cam 1" "arena 29" "control"
4 27007.1021583004 6717 13029.1047513308 30 30.2 "day 8" "cam 1" "arena 29" "control"
1 14414.6515750103 513 2809.0913201341 2.3 57.9 "day 8" "cam 3" "arena 31" "infected"
2 29985.1041099183 2716 6892.98652286526 12.1 48 "day 8" "cam 3" "arena 31" "infected"
3 28758.4654589357 1550 3480.2762581072 6.9 53.2 "day 8" "cam 3" "arena 31" "control"
4 30104.3425122453 7543 15623.7546755993 33.6 26.5 "day 8" "cam 3" "arena 31" "control"
1 42200.1558943865 624 2891.76721720306 2.8 57.4 "day 8" "cam 4" "arena 32" "infected"
2 23817.1269451991 1064 4190.05906433067 4.7 55.4 "day 8" "cam 4" "arena 32" "infected"
3 21150.9827266032 6766 11297.2351824477 30.2 30 "day 8" "cam 4" "arena 32" "control"
4 33369.7049951926 3708 10013.6487720968 16.5 43.6 "day 8" "cam 4" "arena 32" "control"
