"track","frame","x","y"
3,20,108.7529296875,165.388305664062
4,20,1181.75012207031,120.249938964844
1,21,1196.95007324219,495.850006103516
2,21,568,633
3,21,108.584617614746,165.023071289062
4,21,1181.75012207031,120.249938964844
1,22,1195.61389160156,495.638610839844
2,22,568,633
3,22,108.5,166
4,22,1181.75012207031,120.249938964844
1,23,1196.5,496
2,23,568,633
3,23,109.5,166
4,23,1181.75012207031,120.249938964844
1,24,1197,496
2,24,568,633
3,24,109.257690429688,165.111572265625
4,24,1181.75012207031,120.249938964844
1,25,1196.38244628906,497.529388427734
2,25,568,633
3,25,109.292449951172,164.773559570312
4,25,1181.75012207031,120.249938964844
1,26,1196.5,496.5
2,26,568,633
3,26,110.5,166
4,26,1181.75012207031,120.249938964844
1,27,1196.90014648438,497.699966430664
2,27,568,633
3,27,109,166.5
4,27,1181.75012207031,120.249938964844
1,28,1198,497
2,28,568,633
3,28,107.808853149414,165.514709472656
4,28,1181.75012207031,120.249938964844
1,29,1196.92309570312,499.615280151367
2,29,568,633
3,29,108,165.5
4,29,1181.75012207031,120.249938964844
1,30,1196,499
2,30,568,633
3,30,109,165.5
4,30,1181.75012207031,120.249938964844
1,31,1196.5,499
2,31,568,633
3,31,109.5,166
4,31,1181.75012207031,120.249938964844
1,32,1197.5,499.5
2,32,568,633
3,32,108.95002746582,166.649963378906
4,32,1181.75012207031,120.249938964844
1,33,1197,500
2,33,568,633
3,33,108.499984741211,165.999938964844
4,33,1181.75012207031,120.249938964844
1,34,1196.09619140625,500.480758666992
2,34,568,633
3,34,108.849998474121,165.549987792969
4,34,1181.75012207031,120.249938964844
1,35,1197.67248535156,499.931076049805
2,35,568,633
3,35,109.958908081055,166.609558105469
4,35,1181.75012207031,120.249938964844
1,36,1196.09997558594,499.800018310547
2,36,568,633
3,36,111,166
4,36,1181.75012207031,120.249938964844
1,37,1196.70788574219,500.661514282227
2,37,568,633
3,37,114.034515380859,161.413757324219
4,37,1181.75012207031,120.249938964844
1,38,1197.50012207031,500.499969482422
2,38,568,633
3,38,118,160.5
4,38,1181.75012207031,120.249938964844
1,39,1198.05004882812,500.850021362305
2,39,640.5,639.999992370605
3,39,125.150016784668,153.449951171875
4,39,1181.75012207031,120.249938964844
1,40,1198.25012207031,500.750030517578
2,40,640.5,639.999992370605
3,40,130.5,142.5
4,40,1181.75012207031,120.249938964844
1,41,1198.00012207031,500.499969482422
2,41,640.5,639.999992370605
3,41,133.057693481445,138.211547851562
4,41,1181.75012207031,120.249938964844
1,42,1198.90014648438,500.800003051758
2,42,667.5,638
3,42,139,136
4,42,1181.75012207031,120.249938964844
1,43,1198,500.5
2,43,678,639
3,43,146.199996948242,132.899963378906
4,43,1132,118
1,44,1198.5,501.5
2,44,683,640
3,44,149,133
4,44,1132,118
1,45,1198,500.5
2,45,689,640
3,45,150.5,133
4,45,1132,118
1,46,1198,501
2,46,695,640
3,46,153.269241333008,131.653747558594
4,46,1132,118
1,47,1198.5,501
2,47,699.5,640
3,47,156.5,131
4,47,1132,118
1,48,1199,501.5
2,48,699.5,640
3,48,157.235275268555,131.058837890625
4,48,1130.5,117.5
1,49,1199,501.5
2,49,715.350036621094,638.949996948242
3,49,158.899993896484,131.799926757812
4,49,1131.5,118
1,50,1198.90551757812,501.432418823242
2,50,720.5,640
3,50,158.5,131
4,50,1130.5,118
1,51,1198.5,501.5
2,51,725.615417480469,639.423080444336
3,51,160.150024414062,130.450012207031
4,51,1132,117.5
1,52,1198.5,502.5
2,52,731,640
3,52,161.699996948242,129.599975585938
4,52,1131,118
1,53,1198.5,502.5
2,53,735.400024414062,640.200019836426
3,53,165,130
4,53,1131,118
1,54,1198.5,502.5
2,54,740.250061035156,638.749992370605
3,54,167,130
4,54,1131.5,118
1,55,1198.44128417969,500.735275268555
2,55,746.690002441406,638.169998168945
3,55,171.5,129
4,55,1132,118
1,56,1198.5,501
2,56,754,637.5
3,56,174,129.5
4,56,1119,118.5
1,57,1198,501.5
2,57,760,637
3,57,171.5,129.5
4,57,1119,118.5
1,58,1199.32360839844,501.294097900391
2,58,766,635.5
3,58,176,129.5
4,58,1099.00012207031,120
1,59,1199,501.5
2,59,773.200012207031,633.600006103516
3,59,177.5,129.5
4,59,1091.5,120
1,60,1198.5,499.5
2,60,780.379272460938,630.948295593262
3,60,181.647064208984,130.411682128906
4,60,1084.05883789062,119.235290527344
1,61,1198,502
2,61,789.5,628
3,61,187.5,131.5
4,61,1084.05883789062,119.235290527344
1,62,1198.5,501
2,62,799.323608398438,623.294105529785
3,62,190.47541809082,130.770568847656
4,62,1068.32360839844,120.294128417969
1,63,1198.5,501
2,63,801.5,622
3,63,195,133
4,63,1056.5,120
1,64,1198.5,502
2,64,807.250122070312,616.749984741211
3,64,197,132
4,64,1044.67651367188,119.294067382812
1,65,1198,503
2,65,814.000122070312,612.499969482422
3,65,205.5,132
4,65,1033,121
1,66,1197,501.5
2,66,818.250122070312,610.750015258789
3,66,206.911804199219,130.852905273438
4,66,1023,121
1,67,1197.5,502.5
2,67,818.250122070312,610.750015258789
3,67,214,131.5
4,67,1011,121
1,68,1198.56005859375,501.580017089844
2,68,837,600
3,68,221,134
4,68,1001.5,120
1,69,1197.02001953125,500.860015869141
2,69,847.000122070312,592.499984741211
3,69,228.5,132.5
4,69,996.5,120.5
1,70,1198.47058105469,503.382339477539
2,70,855.750061035156,585.750045776367
3,70,235.34619140625,132.730651855469
4,70,993,120
1,71,1198.80004882812,502.899993896484
2,71,855.750061035156,585.750045776367
3,71,242.5,131.5
4,71,987,121
1,72,1198,501
2,72,873.346069335938,570.269226074219
3,72,246.800018310547,132.099853515625
4,72,983,121
1,73,1198.5,503
2,73,882.000122070312,562.499954223633
3,73,257,132
4,73,977.5,121.5
1,74,1198,503
2,74,882.000122070312,562.499954223633
3,74,261,132
4,74,971.400085449219,120.700012207031
1,75,1198,503
2,75,901,549.5
3,75,268.5,131.5
4,75,962.661682128906,119.897033691406
1,76,1198.876953125,502.784606933594
2,76,910.310302734375,540.224136352539
3,76,270,133
4,76,958.75,120.249938964844
1,77,1198,502
2,77,918.800048828125,534.099990844727
3,77,277.600006103516,131.799926757812
4,77,954,121
1,78,1198,503
2,78,926,528.5
3,78,283.5,133.5
4,78,950,122
1,79,1197.5,502
2,79,933.750122070312,520.249938964844
3,79,285,131.5
4,79,945,121.5
1,80,1197.5,502
2,80,942.558715820312,510.735290527344
3,80,293,132.5
4,80,941.750122070312,120.249938964844
1,81,1198.5,502.5
2,81,947.250061035156,504.750030517578
3,81,297.320007324219,132.259948730469
4,81,939.5,121.5
1,82,1198,502
2,82,955.06005859375,495.57991027832
3,82,304,132
4,82,937,121.5
1,83,1197.50012207031,506.999969482422
2,83,960.300170898438,488.899917602539
3,83,311,131.5
4,83,930.5,121
1,84,1196.59240722656,503.238433837891
2,84,967.500122070312,480.999969482422
3,84,315.610687255859,130.217163085938
4,84,927,121.5
1,85,1196.5,503.5
2,85,974,474
3,85,318,130
4,85,929,121
1,86,1197,503.5
2,86,980.60009765625,465.299957275391
3,86,321,130
4,86,928.5,120.5
1,87,1197.5,502.5
2,87,985.900085449219,458.199981689453
3,87,323,129.5
4,87,928,120.5
1,88,1198.4853515625,502.808746337891
2,88,992.250122070312,450.249969482422
3,88,329.899993896484,131.299987792969
4,88,927.750061035156,121.25
1,89,1197.5,504
2,89,996.750122070312,441.749969482422
3,89,334,131.5
4,89,922.5,120.5
1,90,1197.01831054688,504.164657592773
2,90,1001.25006103516,438.250030517578
3,90,334.5,130.5
4,90,920.980834960938,120.403869628906
1,91,1196.78283691406,504.610641479492
2,91,1008,432
3,91,335,131
4,91,914.250122070312,122.249938964844
1,92,1197,502.5
2,92,1012.75,424.75
3,92,336,131
4,92,906.5,121.5
1,93,1196.97082519531,503.382308959961
2,93,1018.57690429688,418.115325927734
3,93,336.5,131.5
4,93,897.5,122.5
1,94,1196.5,503
2,94,1024.75,413.250030517578
3,94,335.135162353516,130.689147949219
4,94,888,122
1,95,1197,502.5
2,95,1030,407.5
3,95,336.5,130.5
4,95,879.103454589844,121.241333007812
1,96,1197,502.5
2,96,1035.44006347656,401.419982910156
3,96,336,130
4,96,872.300048828125,122.89990234375
1,97,1196.4423828125,502.711547851562
2,97,1038.40014648438,395.699981689453
3,97,334.5,130.5
4,97,863.400146484375,123.199890136719
1,98,1196.5,502
2,98,1045.46142578125,389.307678222656
3,98,337.289001464844,130.463256835938
4,98,854.300109863281,122.399841308594
1,99,1196.34008789062,503.619995117188
2,99,1050.70007324219,383.099914550781
3,99,341.654663085938,132.402038574219
4,99,843.094604492188,122.932495117188
1,100,1197.85375976562,505.31706237793
2,100,1055,378
3,100,348,132.5
4,100,832.647155761719,123.411743164062
1,101,1196.5,504.5
2,101,1060.25012207031,371.249969482422
3,101,358.200042724609,133.599914550781
4,101,824.5,126
1,102,1197.34997558594,504.45002746582
2,102,1066.5,365.5
3,102,367.249969482422,132.749938964844
4,102,813.60009765625,124.300048828125
1,103,1196.86999511719,504.590026855469
2,103,1070.82751464844,360.931060791016
3,103,380,134
4,103,805.250061035156,123.25
1,104,1197,506
2,104,1074,356
3,104,392,133.5
4,104,798.941284179688,124.735290527344
1,105,1197,506
2,105,1077.75012207031,351.249938964844
3,105,397.500030517578,131.5
4,105,794.750122070312,124.249938964844
1,106,1197.5,506
2,106,1081.93103027344,345.672393798828
3,106,405.5,133
4,106,792.000061035156,124.5
1,107,1197.5,506
2,107,1086.5,339
3,107,414,132
4,107,790.500122070312,124.499938964844
1,108,1197.5,506
2,108,1089.65380859375,335.269287109375
3,108,420.5,131.5
4,108,791.000122070312,123.999938964844
1,109,1197.5,504
2,109,1091.75,330.749969482422
3,109,424,129.5
4,109,790,124.5
1,110,1197.5,507
2,110,1092.00012207031,330.5
3,110,426.5,129.5
4,110,790,124
1,111,1197.45397949219,506.630737304688
2,111,1092.80017089844,330.099945068359
3,111,430.5,129.5
4,111,790.500061035156,123.999938964844
1,112,1197,506.5
2,112,1092.25012207031,330.25
3,112,431.5,129.5
4,112,790.5,124
1,113,1198.26416015625,505.022445678711
2,113,1091.75012207031,331.249938964844
3,113,433,128
4,113,790.538452148438,124.692260742188
1,114,1197,505
2,114,1092,331
3,114,436.5,127.5
4,114,789,124
1,115,1197,506.5
2,115,1092.12194824219,330.402374267578
3,115,439.000061035156,128.499938964844
4,115,789.5,124
1,116,1197.5,506.5
2,116,1092.25012207031,330.75
3,116,441,129
4,116,790.5,124
1,117,1197.5,505
2,117,1092.10009765625,330.800018310547
3,117,440.5,128.999938964844
4,117,790,124.5
1,118,1198,504
2,118,1091.20007324219,330.100006103516
3,118,442.5,127.5
4,118,791,125
1,119,1198,507.5
2,119,1091.75,330.749969482422
3,119,446.5,128.5
4,119,790.5,124.5
1,120,1197,508
2,120,1091.75012207031,329.75
3,120,447,128
4,120,789.5,124
1,121,1197.5,507.5
2,121,1091.30004882812,330.899993896484
3,121,448,128.5
4,121,789,124
1,122,1197.5,508
2,122,1091.75012207031,330.25
3,122,452,128.5
4,122,784.176574707031,123.205810546875
1,123,1198.67663574219,507.705856323242
2,123,1096.50012207031,326.5
3,123,452.5,128
4,123,783,122.5
1,124,1196.86474609375,507.189208984375
2,124,1105,320.499969482422
3,124,459,128
4,124,780.922973632812,124.384643554688
1,125,1197,506
2,125,1112.25012207031,317.249938964844
3,125,460.5,128.5
4,125,777.050048828125,123.650024414062
1,126,1197.80017089844,506.59992980957
2,126,1121.30749511719,312.961608886719
3,126,464,128.5
4,126,770.000061035156,123.499938964844
1,127,1198.0146484375,507.191146850586
2,127,1129.25012207031,309.249938964844
3,127,467,129.5
4,127,767.080017089844,124.059936523438
1,128,1197.5,506.5
2,128,1135.30004882812,306.600006103516
3,128,470.5,129
4,128,764.500061035156,123.499938964844
1,129,1197.5,506.5
2,129,1143.8779296875,299.902465820312
3,129,472.463439941406,128.670776367188
4,129,762.5,124.5
1,130,1197.451171875,507.560974121094
2,130,1143.8779296875,299.902465820312
3,130,475.000091552734,128.499938964844
4,130,759.900085449219,124.199951171875
1,131,1196.8984375,507.578674316406
2,131,1158,295
3,131,477,129.5
4,131,757.884643554688,123.576904296875
1,132,1197.1923828125,506.961532592773
2,132,1164,294.5
3,132,480,128.5
4,132,754.5,124.5
1,133,1197,507
2,133,1169,292
3,133,481.96337890625,128.329223632812
4,133,753,123.999938964844
1,134,1197,507
2,134,1173.5,288.5
3,134,486,129
4,134,750,124.5
1,135,1197.09460449219,507.067565917969
2,135,1177.38464355469,286.576934814453
3,135,490,129.5
4,135,749.25,123.75
1,136,1197,508
2,136,1177.38464355469,286.576934814453
3,136,493.5,129.5
4,136,746.5,124.5
1,137,1196.72265625,507.227737426758
2,137,1183,281.5
3,137,494,129.5
4,137,743.108154296875,124.648620605469
1,138,1196.5,506.5
2,138,1186,279.5
3,138,499.5,129.5
4,138,738.5,124
1,139,1196.69799804688,506.980209350586
2,139,1190.5,278
3,139,502.513549804688,129.581115722656
4,139,737.5,123.5
1,140,1196.87951660156,507.051712036133
2,140,1191.00012207031,275.999908447266
3,140,504.5,129
4,140,736.5,123.5
1,141,1196.7255859375,506.530502319336
2,141,1191.59997558594,275.300018310547
3,141,506.981140136719,128.066101074219
4,141,735.500061035156,124.499938964844
1,142,1197.38244628906,506.529388427734
2,142,1190.50012207031,274.999938964844
3,142,514.865356445312,129.173095703125
4,142,735,125
1,143,1197,507
2,143,1191.50012207031,275.999908447266
3,143,517.764709472656,129.941101074219
4,143,735.5,125
1,144,1197.15393066406,506.769226074219
2,144,1191.85852050781,274.254760742188
3,144,519.800048828125,129.399963378906
4,144,736,125
1,145,1196.81994628906,506.240036010742
2,145,1191.55004882812,274.149993896484
3,145,526,129.5
4,145,736,124
1,146,1196.71154785156,506.557678222656
2,146,1190.45593261719,274.573577880859
3,146,525.528259277344,129.650939941406
4,146,733,124
1,147,1196.70776367188,506.661514282227
2,147,1191.25012207031,274.249908447266
3,147,528.5,128.5
4,147,733,124
1,148,1196.5,505
2,148,1189.5,272
3,148,530.044128417969,128.073547363281
4,148,725.5,124.5
1,149,1196.36499023438,506.689178466797
2,149,1186.50012207031,269.499877929688
3,149,534.961547851562,129.807678222656
4,149,723.200073242188,123.599914550781
1,150,1197,506.5
2,150,1183.09997558594,266.299957275391
3,150,537,130
4,150,718.5,125
1,151,1197,508
2,151,1182.75012207031,263.249908447266
3,151,544.969482421875,129.7744140625
4,151,710.5,124
1,152,1196.70788574219,507.661499023438
2,152,1184.25,260.25
3,152,547,129
4,152,701.5,124
1,153,1197.56201171875,505.07080078125
2,153,1186.20007324219,260.099884033203
3,153,551.5,129
4,153,696,125.5
1,154,1197.8076171875,505.461578369141
2,154,1186.20007324219,260.099884033203
3,154,553,128.5
4,154,692.5,124.5
1,155,1196.42419433594,506.089645385742
2,155,1191.80004882812,264.39990234375
3,155,555,128.5
4,155,689,124.5
1,156,1196.80004882812,505.600006103516
2,156,1191.40393066406,264.519226074219
3,156,559,127.5
4,156,688.346130371094,124.269287109375
1,157,1196,506.5
2,157,1192,264
3,157,559.750061035156,128.250061035156
4,157,685.460083007812,123.720031738281
1,158,1196.73010253906,505.110015869141
2,158,1191.5,263.5
3,158,561.217651367188,128.2705078125
4,158,680.931030273438,124.672424316406
1,159,1196.5,505.5
2,159,1192.25012207031,264.75
3,159,565.348449707031,128.16796875
4,159,675.664733886719,124.2587890625
1,160,1197.5,507
2,160,1191.90014648438,264.699920654297
3,160,567,127.5
4,160,672.000061035156,125.999938964844
1,161,1196.5,506.5
2,161,1192.5,264.5
3,161,572.400024414062,128.200012207031
4,161,666.600036621094,124.799987792969
1,162,1197,507
2,162,1192,264.5
3,162,578.4140625,129.540771484375
4,162,661.800048828125,126.599975585938
1,163,1196.5693359375,507.693069458008
2,163,1192.32360839844,264.705902099609
3,163,580.5,129
4,163,653.076904296875,126.384582519531
1,164,1196.66979980469,507.690032958984
2,164,1191.73071289062,264.846221923828
3,164,586.088256835938,129.147033691406
4,164,645.352966308594,125.411743164062
1,165,1196.5,507
2,165,1192.30004882812,264.599975585938
3,165,593.700012207031,130.599975585938
4,165,640.100036621094,126.799865722656
1,166,1197,507
2,166,1192.00012207031,264.499938964844
3,166,597.25,129.25
4,166,635.5,126
1,167,1196.5,506
2,167,1192,264
3,167,604.5,131.5
4,167,632,126
1,168,1197,506.5
2,168,1191.79431152344,264.176391601562
3,168,610,130.5
4,168,629.5,125.5
1,169,1196.5,506.5
2,169,1192.00012207031,265.499938964844
3,169,621.270263671875,131.12158203125
4,169,629.5,125.5
1,170,1197,508
2,170,1193.00012207031,265.000030517578
3,170,618.789916992188,135.470031738281
4,170,627.5,126.5
1,171,1196.94116210938,507.264709472656
2,171,1191.78308105469,262.990570068359
3,171,618.859924316406,135.480041503906
4,171,624.418823242188,125.486511230469
1,172,1196.5,507.5
2,172,1191.50012207031,265.5
3,172,617.326965332031,135.365356445312
4,172,621.5,125
1,173,1197,508
2,173,1191.60009765625,261.700012207031
3,173,616.803466796875,134.185363769531
4,173,622,126
1,174,1196.5,507.5
2,174,1191.5,258
3,174,618.300048828125,133.599975585938
4,174,621.5,124.5
1,175,1197,506
2,175,1193,254
3,175,621.5,137
4,175,619.352905273438,123.911804199219
1,176,1196.72998046875,507.61003112793
2,176,1192,249.5
3,176,626.32763671875,137.568969726562
4,176,613.200012207031,124.899963378906
1,177,1196.82763671875,507.068923950195
2,177,1191,244.5
3,177,637.279357910156,140.367614746094
4,177,605,125
1,178,1196.90588378906,507.559417724609
2,178,1191.40014648438,241.200012207031
3,178,646.800109863281,144.399963378906
4,178,600.705932617188,127.676330566406
1,179,1196.5,506.5
2,179,1190.5,234.5
3,179,658,145.5
4,179,593.5,126
1,180,1197,507
2,180,1192,229.5
3,180,670.200012207031,144.900024414062
4,180,587.5,128.5
1,181,1197,506
2,181,1193.5,225
3,181,681.404541015625,144.747192382812
4,181,577.653869628906,128.230773925781
1,182,1196.87719726562,508.147521972656
2,182,1192.23071289062,220.153839111328
3,182,692,146
4,182,570.115417480469,128.923095703125
1,183,1197,507.5
2,183,1192.5,216.5
3,183,704.000061035156,147.499938964844
4,183,558.799987792969,129.899963378906
1,184,1197,508
2,184,1191,209.5
3,184,709.000061035156,146.499938964844
4,184,554.5,132.499938964844
1,185,1197,508.5
2,185,1193,206
3,185,712.987854003906,145.39013671875
4,185,544.999938964844,137
1,186,1196.62158203125,506.729736328125
2,186,1192.5,203
3,186,712.948303222656,143.879333496094
4,186,535.500061035156,139.499938964844
1,187,1197,506.5
2,187,1191.40014648438,199.299987792969
3,187,713.500061035156,144.999938964844
4,187,527.5,143
1,188,1196.86547851562,507.826904296875
2,188,1191,198
3,188,714.617614746094,142.470642089844
4,188,516.200012207031,146.399963378906
1,189,1197.13464355469,508.173080444336
2,189,1191.59997558594,194.799865722656
3,189,715.299987792969,142.099975585938
4,189,508.846099853516,150.269287109375
1,190,1196.73767089844,506.140243530273
2,190,1190,188
3,190,717.000122070312,143.499938964844
4,190,497.75,153.75
1,191,1196.5,506.5
2,191,1192,183.5
3,191,715.250061035156,142.749938964844
4,191,488.699981689453,157.100036621094
1,192,1196.5,505.5
2,192,1191,176.5
3,192,715,143.5
4,192,480.600006103516,161.699951171875
1,193,1196.5,506
2,193,1190.5,171.5
3,193,714.999938964844,143.000061035156
4,193,477.602935791016,163.838256835938
1,194,1196.54052734375,507.243255615234
2,194,1190.5,171.5
3,194,716.320007324219,142.259948730469
4,194,477.923034667969,163.884643554688
1,195,1196.5,506.5
2,195,1188.56115722656,158.048828125
3,195,714.848388671875,143.342651367188
4,195,477,165
1,196,1196.837890625,506.027038574219
2,196,1187,150.5
3,196,715.115356445312,142.923095703125
4,196,478,164
1,197,1196,506
2,197,1189.74011230469,143.820007324219
3,197,716.117736816406,143.970520019531
4,197,477.5,164
1,198,1196.45397949219,507.130737304688
2,198,1191.5,141.5
3,198,715.5,143.999938964844
4,198,477.000061035156,164.499938964844
1,199,1197.30773925781,507.538452148438
2,199,1188.67993164062,136.260009765625
3,199,715.808837890625,142.9853515625
4,199,470.000061035156,168.999938964844
1,200,1196.9423828125,507.211532592773
2,200,1188.67993164062,136.260009765625
3,200,714.8076171875,143.038452148438
4,200,445.5,174.5
1,201,1196.88293457031,508.093078613281
2,201,1188.67993164062,136.260009765625
3,201,715.246215820312,142.930786132812
4,201,414,185.5
1,202,1197.5,507
2,202,1188.67993164062,136.260009765625
3,202,716.292663574219,141.865783691406
4,202,385.500030517578,189.499938964844
1,203,1196.70788574219,506.661499023438
2,203,1188.67993164062,136.260009765625
3,203,716.800048828125,142.099975585938
4,203,359.103424072266,192.741333007812
1,204,1197,506
2,204,1188.67993164062,136.260009765625
3,204,716.25,141.75
4,204,335.750030517578,193.749938964844
1,205,1196.80187988281,507.019805908203
2,205,1190.5,128
3,205,717.330261230469,142.594299316406
4,205,306.5,194.5
1,206,1196.5,506
2,206,1190.5,128
3,206,716.799987792969,142.099975585938
4,206,286,194.5
1,207,1197,506.5
2,207,1188,128.5
3,207,715.9482421875,142.120727539062
4,207,257.900024414062,199.799987792969
1,208,1197,505
2,208,1188.20007324219,129.399963378906
3,208,716.700012207031,142.89990234375
4,208,257.900024414062,199.799987792969
1,209,1196.78991699219,506.030029296875
2,209,1188.20007324219,129.399963378906
3,209,717.500061035156,142.5
4,209,220,216
1,210,1196.86889648438,508.057357788086
2,210,1189,129
3,210,717.701110839844,142.577331542969
4,210,204.600036621094,226.699951171875
1,211,1195.5,503
2,211,1189,129
3,211,715.769165039062,142.34619140625
4,211,204.600036621094,226.699951171875
1,212,1196.5,506
2,212,1189,129
3,212,716.549987792969,142.649963378906
4,212,199.576904296875,232.615417480469
1,213,1196.60815429688,507.648620605469
2,213,1187,126.5
3,213,715.25,143.25
4,213,200.100006103516,231.699951171875
1,214,1197,508
2,214,1187.42993164062,125.010009765625
3,214,716.269165039062,142.15380859375
4,214,200.750030517578,231.749938964844
1,215,1196.5,507.5
2,215,1187,126.5
3,215,716.079956054688,142.440002441406
4,215,200.000030517578,232.499938964844
1,216,1196.5947265625,507.56755065918
2,216,1187,125.5
3,216,716.300048828125,143.100036621094
4,216,199.25,232.249969482422
1,217,1197.35314941406,505.911743164062
2,217,1187.40002441406,125.799987792969
3,217,716.75,142.25
4,217,199.000030517578,233.499938964844
1,218,1196.57983398438,507.060028076172
2,218,1184.69213867188,125.53857421875
3,218,714.900024414062,143.299987792969
4,218,198.5,232.999969482422
1,219,1197.0810546875,507.486480712891
2,219,1184.5,122.5
3,219,716.699951171875,141.599975585938
4,219,198.487808227539,233.609680175781
1,220,1197,507
2,220,1184.5,122.5
3,220,714.961547851562,142.692321777344
4,220,199.750030517578,232.749938964844
1,221,1197.5,506
2,221,1184.5,122.5
3,221,716.926513671875,142.044128417969
4,221,199.750030517578,232.749938964844
1,222,1196.67565917969,507.054061889648
2,222,1184.5,122.5
3,222,716.576843261719,142.115417480469
4,222,198.476486206055,233.305847167969
1,223,1196.26220703125,506.123764038086
2,223,1184.5,122.5
3,223,716.092346191406,142.661560058594
4,223,200,233
1,224,1196.5,506.5
2,224,1184.5,122.5
3,224,717.100036621094,142.700012207031
4,224,198.600036621094,232.699951171875
1,225,1196.65002441406,507.050033569336
2,225,1184.5,122.5
3,225,715.699951171875,142.899963378906
4,225,198.400009155273,234.199981689453
1,226,1196.5,506
2,226,1184.5,122.5
3,226,716,142.999938964844
4,226,196.000030517578,237.999938964844
1,227,1197,506
2,227,1184.5,122.5
3,227,718.153869628906,141.730773925781
4,227,191.5,242.5
1,228,1196.94128417969,506.264709472656
2,228,1175.23071289062,122.653869628906
3,228,720.317077636719,138.646362304688
4,228,180.550003051758,252.850006103516
1,229,1197,507
2,229,1173.30895996094,125.014709472656
3,229,722.200012207031,135.600036621094
4,229,165.549987792969,263.649993896484
1,230,1197,506.5
2,230,1173.30895996094,125.014709472656
3,230,723.119934082031,133.160034179688
4,230,165.549987792969,263.649993896484
1,231,1197.90014648438,506.799987792969
2,231,1173.30895996094,125.014709472656
3,231,724.230773925781,130.846130371094
4,231,165.549987792969,263.649993896484
1,232,1197,507.5
2,232,1173.30895996094,125.014709472656
3,232,725.500061035156,130.499938964844
4,232,117.750015258789,291.249938964844
1,233,1196.86987304688,507.090026855469
2,233,1173.30895996094,125.014709472656
3,233,724.750061035156,126.749938964844
4,233,101.846130371094,298.769287109375
1,234,1197,507
2,234,1154.25012207031,132.750061035156
3,234,725.000061035156,127.499938964844
4,234,82.0000228881836,308.999938964844
1,235,1197,507
2,235,1154.25012207031,132.750061035156
3,235,723.923034667969,128.384704589844
4,235,64.076904296875,319.115417480469
1,236,1197,507.5
2,236,1140.00012207031,132.5
3,236,724.5,129
4,236,53.029411315918,328.117645263672
1,237,1197,506.5
2,237,1140.00012207031,132.5
3,237,726,129
4,237,47.5,330.5
1,238,1197.5,507.5
2,238,1131.45007324219,124.149963378906
3,238,723.750061035156,127.249938964844
4,238,47.5,330.5
1,239,1197,507
2,239,1130.42309570312,123.615417480469
3,239,724.5,127.5
4,239,46,336.5
1,240,1197.5,508
2,240,1130.42309570312,123.615417480469
3,240,724,128
4,240,47,344.5
1,241,1197,508.5
2,241,1130.42309570312,123.615417480469
3,241,726,127.5
4,241,46.5,347.5
1,242,1197.5,508.5
2,242,1130.42309570312,123.615417480469
3,242,728,126
4,242,46.5,351
1,243,1197,508.5
2,243,1128.7353515625,117.058776855469
3,243,727.5,126
4,243,45.5,355.5
1,244,1198.10009765625,505.699981689453
2,244,1126.00012207031,117.5
3,244,730.689208984375,126.635070800781
4,244,45.5,362.5
