"","TreatQuad","treatment","day","paint","days.after.paint","exp.time","alive","dead","knockdown","unviable","living","total","prop.alive","prop.dead","prop.kd","prop.uv","prop.liv","pch","lty"
"2","1-01H-5A-1","01H-5A-1",0,"5A",1,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"3","1-01H-5A-180","01H-5A-180",0,"5A",180,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"4","1-01H-5A-90","01H-5A-90",0,"5A",90,"1",12,0,0,0,12,12,1,0,0,0,1,15,1
"5","1-01H-CO-1","01H-CO-1",0,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"6","1-01H-CO-180","01H-CO-180",0,"CO",180,"1",11,0,0,0,11,11,1,0,0,0,1,20,1
"8","1-01H-CO-90","01H-CO-90",0,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"9","1-03H-5A-1","03H-5A-1",0,"5A",1,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"10","1-03H-5A-180","03H-5A-180",0,"5A",180,"3",11,0,0,0,11,11,1,0,0,0,1,15,2
"11","1-03H-5A-90","03H-5A-90",0,"5A",90,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"12","1-03H-CO-1","03H-CO-1",0,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"13","1-03H-CO-180","03H-CO-180",0,"CO",180,"3",11,0,0,0,11,11,1,0,0,0,1,20,2
"14","1-03H-CO-90","03H-CO-90",0,"CO",90,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"15","1-06H-5A-1","06H-5A-1",0,"5A",1,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"16","1-06H-5A-180","06H-5A-180",0,"5A",180,"6",11,0,0,0,11,11,1,0,0,0,1,15,3
"17","1-06H-5A-90","06H-5A-90",0,"5A",90,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"19","1-06H-CO-1","06H-CO-1",0,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"20","1-06H-CO-180","06H-CO-180",0,"CO",180,"6",11,0,0,0,11,11,1,0,0,0,1,20,3
"21","1-06H-CO-90","06H-CO-90",0,"CO",90,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"22","1-24H-5A-1","24H-5A-1",0,"5A",1,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"23","1-24H-5A-180","24H-5A-180",0,"5A",180,"24",11,0,0,0,11,11,1,0,0,0,1,15,4
"25","1-24H-5A-90","24H-5A-90",0,"5A",90,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"26","1-24H-CF-1",NA,0,"CF",1,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"27","1-24H-CF-180",NA,0,"CF",180,"24",11,0,0,0,11,11,1,0,0,0,1,17,4
"28","1-24H-CF-90",NA,0,"CF",90,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"29","1-24H-CO-1",NA,0,"CO",1,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"30","1-24H-CO-180",NA,0,"CO",180,"24",11,0,0,0,11,11,1,0,0,0,1,20,4
"31","1-24H-CO-90",NA,0,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"32","2-01H-5A-1",NA,0,"5A",1,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"33","2-01H-5A-180",NA,0,"5A",180,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"34","2-01H-5A-90",NA,0,"5A",90,"1",12,0,0,0,12,12,1,0,0,0,1,15,1
"36","2-01H-CO-1",NA,0,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"37","2-01H-CO-180",NA,0,"CO",180,"1",11,0,0,0,11,11,1,0,0,0,1,20,1
"38","2-01H-CO-90",NA,0,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"39","2-03H-5A-1",NA,0,"5A",1,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"40","2-03H-5A-180",NA,0,"5A",180,"3",11,0,0,0,11,11,1,0,0,0,1,15,2
"41","2-03H-5A-90",NA,0,"5A",90,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"42","2-03H-CO-1",NA,0,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"43","2-03H-CO-180",NA,0,"CO",180,"3",11,0,0,0,11,11,1,0,0,0,1,20,2
"44","2-03H-CO-90",NA,0,"CO",90,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"45","2-06H-5A-1",NA,0,"5A",1,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"46","2-06H-5A-180",NA,0,"5A",180,"6",11,0,0,0,11,11,1,0,0,0,1,15,3
"47","2-06H-5A-90",NA,0,"5A",90,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"48","2-06H-CO-1",NA,0,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"49","2-06H-CO-180",NA,0,"CO",180,"6",11,0,0,0,11,11,1,0,0,0,1,20,3
"50","2-06H-CO-90",NA,0,"CO",90,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"51","2-24H-5A-1",NA,0,"5A",1,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"53","2-24H-5A-180",NA,0,"5A",180,"24",11,0,0,0,11,11,1,0,0,0,1,15,4
"54","2-24H-5A-90",NA,0,"5A",90,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"55","2-24H-CF-1",NA,0,"CF",1,"24",10,0,0,0,10,10,1,0,0,0,1,17,4
"56","2-24H-CF-180",NA,0,"CF",180,"24",11,0,0,0,11,11,1,0,0,0,1,17,4
"57","2-24H-CF-90",NA,0,"CF",90,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"58","2-24H-CO-1",NA,0,"CO",1,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"59","2-24H-CO-180",NA,0,"CO",180,"24",11,0,0,0,11,11,1,0,0,0,1,20,4
"60","2-24H-CO-90",NA,0,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"61","3-01H-5A-1",NA,0,"5A",1,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"62","3-01H-5A-180",NA,0,"5A",180,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"63","3-01H-5A-90",NA,0,"5A",90,"1",12,0,0,0,12,12,1,0,0,0,1,15,1
"64","3-01H-CO-1",NA,0,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"65","3-01H-CO-180",NA,0,"CO",180,"1",11,0,0,0,11,11,1,0,0,0,1,20,1
"66","3-01H-CO-90",NA,0,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"67","3-03H-5A-1",NA,0,"5A",1,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"68","3-03H-5A-180",NA,0,"5A",180,"3",11,0,0,0,11,11,1,0,0,0,1,15,2
"70","3-03H-5A-90",NA,0,"5A",90,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"71","3-03H-CO-1",NA,0,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"72","3-03H-CO-180",NA,0,"CO",180,"3",11,0,0,0,11,11,1,0,0,0,1,20,2
"73","3-03H-CO-90",NA,0,"CO",90,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"74","3-06H-5A-1",NA,0,"5A",1,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"75","3-06H-5A-180",NA,0,"5A",180,"6",11,0,0,0,11,11,1,0,0,0,1,15,3
"76","3-06H-5A-90",NA,0,"5A",90,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"77","3-06H-CO-1",NA,0,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"78","3-06H-CO-180",NA,0,"CO",180,"6",11,0,0,0,11,11,1,0,0,0,1,20,3
"79","3-06H-CO-90",NA,0,"CO",90,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"80","3-24H-5A-1",NA,0,"5A",1,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"81","3-24H-5A-180",NA,0,"5A",180,"24",11,0,0,0,11,11,1,0,0,0,1,15,4
"82","3-24H-5A-90",NA,0,"5A",90,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"83","3-24H-CF-1",NA,0,"CF",1,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"84","3-24H-CF-180",NA,0,"CF",180,"24",11,0,0,0,11,11,1,0,0,0,1,17,4
"85","3-24H-CF-90",NA,0,"CF",90,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"87","3-24H-CO-1",NA,0,"CO",1,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"88","3-24H-CO-180",NA,0,"CO",180,"24",11,0,0,0,11,11,1,0,0,0,1,20,4
"89","3-24H-CO-90",NA,0,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"90","4-01H-5A-1",NA,0,"5A",1,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"91","4-01H-5A-180",NA,0,"5A",180,"1",11,0,0,0,11,11,1,0,0,0,1,15,1
"92","4-01H-5A-90",NA,0,"5A",90,"1",12,0,0,0,12,12,1,0,0,0,1,15,1
"93","4-01H-CO-1",NA,0,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"94","4-01H-CO-180",NA,0,"CO",180,"1",11,0,0,0,11,11,1,0,0,0,1,20,1
"95","4-01H-CO-90",NA,0,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"96","4-03H-5A-1",NA,0,"5A",1,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"97","4-03H-5A-180",NA,0,"5A",180,"3",11,0,0,0,11,11,1,0,0,0,1,15,2
"98","4-03H-5A-90",NA,0,"5A",90,"3",12,0,0,0,12,12,1,0,0,0,1,15,2
"99","4-03H-CO-1",NA,0,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"100","4-03H-CO-180",NA,0,"CO",180,"3",11,0,0,0,11,11,1,0,0,0,1,20,2
"101","4-03H-CO-90",NA,0,"CO",90,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"102","4-06H-5A-1",NA,0,"5A",1,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"104","4-06H-5A-180",NA,0,"5A",180,"6",11,0,0,0,11,11,1,0,0,0,1,15,3
"105","4-06H-5A-90",NA,0,"5A",90,"6",12,0,0,0,12,12,1,0,0,0,1,15,3
"106","4-06H-CO-1",NA,0,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"107","4-06H-CO-180",NA,0,"CO",180,"6",11,0,0,0,11,11,1,0,0,0,1,20,3
"108","4-06H-CO-90",NA,0,"CO",90,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"109","4-24H-5A-1",NA,0,"5A",1,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"110","4-24H-5A-180",NA,0,"5A",180,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"111","4-24H-5A-90",NA,0,"5A",90,"24",12,0,0,0,12,12,1,0,0,0,1,15,4
"112","4-24H-CF-1",NA,0,"CF",1,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"113","4-24H-CF-180",NA,0,"CF",180,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"114","4-24H-CF-90",NA,0,"CF",90,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"115","4-24H-CO-1",NA,0,"CO",1,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"116","4-24H-CO-180",NA,0,"CO",180,"24",11,0,0,0,11,11,1,0,0,0,1,20,4
"117","4-24H-CO-90",NA,0,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"24","1-01H-5A-1","01H-5A-1",1,"5A",1,"1",4,0,7,7,11,11,0.363636363636364,0,0.636363636363636,0.636363636363636,1,15,1
"35","1-01H-5A-1","01H-5A-1",2,"5A",1,"1",6,1,4,5,10,11,0.545454545454545,0.0909090909090909,0.363636363636364,0.454545454545455,0.909090909090909,15,1
"426","1-01H-5A-1","01H-5A-1",7,"5A",1,"1",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,15,1
"52","1-01H-5A-1","01H-5A-1",14,"5A",1,"1",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,15,1
"69","1-01H-5A-1","01H-5A-1",21,"5A",1,"1",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,15,1
"86","1-01H-5A-180","01H-5A-180",1,"5A",180,"1",1,2,8,10,9,11,0.0909090909090909,0.181818181818182,0.727272727272727,0.909090909090909,0.818181818181818,15,1
"910","1-01H-5A-180","01H-5A-180",7,"5A",180,"1",1,8,2,10,3,11,0.0909090909090909,0.727272727272727,0.181818181818182,0.909090909090909,0.272727272727273,15,1
"103","1-01H-5A-180","01H-5A-180",14,"5A",180,"1",1,9,1,10,2,11,0.0909090909090909,0.818181818181818,0.0909090909090909,0.909090909090909,0.181818181818182,15,1
"1110","1-01H-5A-180","01H-5A-180",21,"5A",180,"1",0,11,0,11,0,11,0,1,0,1,0,15,1
"1210","1-01H-5A-180","01H-5A-180",28,"5A",180,"1",0,11,0,11,0,11,0,1,0,1,0,15,1
"137","1-01H-5A-90","01H-5A-90",1,"5A",90,"1",0,3,9,12,9,12,0,0.25,0.75,1,0.75,15,1
"1410","1-01H-5A-90","01H-5A-90",7,"5A",90,"1",0,8,4,12,4,12,0,0.666666666666667,0.333333333333333,1,0.333333333333333,15,1
"154","1-01H-5A-90","01H-5A-90",13,"5A",90,"1",1,10,1,11,2,12,0.0833333333333333,0.833333333333333,0.0833333333333333,0.916666666666667,0.166666666666667,15,1
"1610","1-01H-5A-90","01H-5A-90",21,"5A",90,"1",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,1
"171","1-01H-5A-90","01H-5A-90",28,"5A",90,"1",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,1
"1910","1-01H-CO-1","01H-CO-1",1,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"205","1-01H-CO-1","01H-CO-1",2,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"2110","1-01H-CO-1","01H-CO-1",7,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"222","1-01H-CO-1","01H-CO-1",14,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"239","1-01H-CO-1","01H-CO-1",21,"CO",1,"1",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,1
"256","1-01H-CO-180","01H-CO-180",1,"CO",180,"1",11,0,0,0,11,11,1,0,0,0,1,20,1
"2610","1-01H-CO-180","01H-CO-180",7,"CO",180,"1",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,1
"273","1-01H-CO-180","01H-CO-180",14,"CO",180,"1",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,1
"2810","1-01H-CO-180","01H-CO-180",21,"CO",180,"1",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,1
"2910","1-01H-CO-180","01H-CO-180",28,"CO",180,"1",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,1
"307","1-01H-CO-90","01H-CO-90",1,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"313","1-01H-CO-90","01H-CO-90",7,"CO",90,"1",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,1
"324","1-01H-CO-90","01H-CO-90",13,"CO",90,"1",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,1
"3310","1-01H-CO-90","01H-CO-90",21,"CO",90,"1",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,1
"341","1-01H-CO-90","01H-CO-90",28,"CO",90,"1",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,1
"3610","1-03H-5A-1","03H-5A-1",1,"5A",1,"3",5,0,7,7,12,12,0.416666666666667,0,0.583333333333333,0.583333333333333,1,15,2
"375","1-03H-5A-1","03H-5A-1",2,"5A",1,"3",5,0,7,7,12,12,0.416666666666667,0,0.583333333333333,0.583333333333333,1,15,2
"3810","1-03H-5A-1","03H-5A-1",7,"5A",1,"3",6,4,2,6,8,12,0.5,0.333333333333333,0.166666666666667,0.5,0.666666666666667,15,2
"392","1-03H-5A-1","03H-5A-1",14,"5A",1,"3",7,4,1,5,8,12,0.583333333333333,0.333333333333333,0.0833333333333333,0.416666666666667,0.666666666666667,15,2
"409","1-03H-5A-1","03H-5A-1",21,"5A",1,"3",6,6,0,6,6,12,0.5,0.5,0,0.5,0.5,15,2
"4110","1-03H-5A-1","03H-5A-1",28,"5A",1,"3",6,6,0,6,6,12,0.5,0.5,0,0.5,0.5,15,2
"4210","1-03H-5A-180","03H-5A-180",1,"5A",180,"3",0,3,8,11,8,11,0,0.272727272727273,0.727272727272727,1,0.727272727272727,15,2
"4310","1-03H-5A-180","03H-5A-180",7,"5A",180,"3",0,10,1,11,1,11,0,0.909090909090909,0.0909090909090909,1,0.0909090909090909,15,2
"443","1-03H-5A-180","03H-5A-180",14,"5A",180,"3",0,10,1,11,1,11,0,0.909090909090909,0.0909090909090909,1,0.0909090909090909,15,2
"4510","1-03H-5A-180","03H-5A-180",21,"5A",180,"3",0,11,0,11,0,11,0,1,0,1,0,15,2
"466","1-03H-5A-180","03H-5A-180",28,"5A",180,"3",0,11,0,11,0,11,0,1,0,1,0,15,2
"477","1-03H-5A-90","03H-5A-90",1,"5A",90,"3",0,1,11,12,11,12,0,0.0833333333333333,0.916666666666667,1,0.916666666666667,15,2
"483","1-03H-5A-90","03H-5A-90",7,"5A",90,"3",1,3,8,11,9,12,0.0833333333333333,0.25,0.666666666666667,0.916666666666667,0.75,15,2
"494","1-03H-5A-90","03H-5A-90",13,"5A",90,"3",0,5,7,12,7,12,0,0.416666666666667,0.583333333333333,1,0.583333333333333,15,2
"5010","1-03H-5A-90","03H-5A-90",21,"5A",90,"3",1,7,4,11,5,12,0.0833333333333333,0.583333333333333,0.333333333333333,0.916666666666667,0.416666666666667,15,2
"511","1-03H-5A-90","03H-5A-90",28,"5A",90,"3",0,9,3,12,3,12,0,0.75,0.25,1,0.25,15,2
"5310","1-03H-CO-1","03H-CO-1",1,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"545","1-03H-CO-1","03H-CO-1",2,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"5510","1-03H-CO-1","03H-CO-1",7,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"562","1-03H-CO-1","03H-CO-1",14,"CO",1,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"579","1-03H-CO-1","03H-CO-1",21,"CO",1,"3",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,2
"5810","1-03H-CO-1","03H-CO-1",28,"CO",1,"3",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,2
"596","1-03H-CO-180","03H-CO-180",1,"CO",180,"3",11,0,0,0,11,11,1,0,0,0,1,20,2
"6010","1-03H-CO-180","03H-CO-180",7,"CO",180,"3",11,0,0,0,11,11,1,0,0,0,1,20,2
"613","1-03H-CO-180","03H-CO-180",14,"CO",180,"3",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,2
"621","1-03H-CO-180","03H-CO-180",21,"CO",180,"3",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,2
"631","1-03H-CO-180","03H-CO-180",28,"CO",180,"3",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,2
"641","1-03H-CO-90","03H-CO-90",1,"CO",90,"3",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,2
"651","1-03H-CO-90","03H-CO-90",7,"CO",90,"3",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,2
"661","1-03H-CO-90","03H-CO-90",13,"CO",90,"3",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,2
"671","1-03H-CO-90","03H-CO-90",21,"CO",90,"3",7,5,0,5,7,12,0.583333333333333,0.416666666666667,0,0.416666666666667,0.583333333333333,20,2
"681","1-03H-CO-90","03H-CO-90",28,"CO",90,"3",5,7,0,7,5,12,0.416666666666667,0.583333333333333,0,0.583333333333333,0.416666666666667,20,2
"701","1-06H-5A-1","06H-5A-1",1,"5A",1,"6",0,0,12,12,12,12,0,0,1,1,1,15,3
"711","1-06H-5A-1","06H-5A-1",2,"5A",1,"6",2,2,8,10,10,12,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333,0.833333333333333,15,3
"721","1-06H-5A-1","06H-5A-1",7,"5A",1,"6",6,4,2,6,8,12,0.5,0.333333333333333,0.166666666666667,0.5,0.666666666666667,15,3
"731","1-06H-5A-1","06H-5A-1",14,"5A",1,"6",5,5,2,7,7,12,0.416666666666667,0.416666666666667,0.166666666666667,0.583333333333333,0.583333333333333,15,3
"741","1-06H-5A-1","06H-5A-1",21,"5A",1,"6",4,6,2,8,6,12,0.333333333333333,0.5,0.166666666666667,0.666666666666667,0.5,15,3
"751","1-06H-5A-1","06H-5A-1",28,"5A",1,"6",4,7,1,8,5,12,0.333333333333333,0.583333333333333,0.0833333333333333,0.666666666666667,0.416666666666667,15,3
"761","1-06H-5A-180","06H-5A-180",1,"5A",180,"6",0,4,7,11,7,11,0,0.363636363636364,0.636363636363636,1,0.636363636363636,15,3
"771","1-06H-5A-180","06H-5A-180",7,"5A",180,"6",0,8,3,11,3,11,0,0.727272727272727,0.272727272727273,1,0.272727272727273,15,3
"781","1-06H-5A-180","06H-5A-180",14,"5A",180,"6",0,8,3,11,3,11,0,0.727272727272727,0.272727272727273,1,0.272727272727273,15,3
"791","1-06H-5A-180","06H-5A-180",21,"5A",180,"6",0,8,3,11,3,11,0,0.727272727272727,0.272727272727273,1,0.272727272727273,15,3
"801","1-06H-5A-180","06H-5A-180",28,"5A",180,"6",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,3
"811","1-06H-5A-90","06H-5A-90",1,"5A",90,"6",0,0,12,12,12,12,0,0,1,1,1,15,3
"821","1-06H-5A-90","06H-5A-90",7,"5A",90,"6",0,9,3,12,3,12,0,0.75,0.25,1,0.25,15,3
"831","1-06H-5A-90","06H-5A-90",13,"5A",90,"6",1,10,1,11,2,12,0.0833333333333333,0.833333333333333,0.0833333333333333,0.916666666666667,0.166666666666667,15,3
"841","1-06H-5A-90","06H-5A-90",21,"5A",90,"6",1,10,1,11,2,12,0.0833333333333333,0.833333333333333,0.0833333333333333,0.916666666666667,0.166666666666667,15,3
"851","1-06H-5A-90","06H-5A-90",28,"5A",90,"6",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,3
"871","1-06H-CO-1","06H-CO-1",1,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"881","1-06H-CO-1","06H-CO-1",2,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"891","1-06H-CO-1","06H-CO-1",7,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"901","1-06H-CO-1","06H-CO-1",14,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"911","1-06H-CO-1","06H-CO-1",21,"CO",1,"6",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,3
"921","1-06H-CO-1","06H-CO-1",28,"CO",1,"6",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,3
"931","1-06H-CO-180","06H-CO-180",1,"CO",180,"6",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,3
"941","1-06H-CO-180","06H-CO-180",7,"CO",180,"6",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,3
"951","1-06H-CO-180","06H-CO-180",14,"CO",180,"6",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,3
"961","1-06H-CO-180","06H-CO-180",21,"CO",180,"6",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,3
"971","1-06H-CO-180","06H-CO-180",28,"CO",180,"6",7,4,0,4,7,11,0.636363636363636,0.363636363636364,0,0.363636363636364,0.636363636363636,20,3
"981","1-06H-CO-90","06H-CO-90",1,"CO",90,"6",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,3
"991","1-06H-CO-90","06H-CO-90",7,"CO",90,"6",7,5,0,5,7,12,0.583333333333333,0.416666666666667,0,0.416666666666667,0.583333333333333,20,3
"1001","1-06H-CO-90","06H-CO-90",13,"CO",90,"6",6,6,0,6,6,12,0.5,0.5,0,0.5,0.5,20,3
"1011","1-06H-CO-90","06H-CO-90",21,"CO",90,"6",5,7,0,7,5,12,0.416666666666667,0.583333333333333,0,0.583333333333333,0.416666666666667,20,3
"1021","1-06H-CO-90","06H-CO-90",28,"CO",90,"6",5,7,0,7,5,12,0.416666666666667,0.583333333333333,0,0.583333333333333,0.416666666666667,20,3
"1041","1-24H-5A-1","24H-5A-1",1,"5A",1,"24",0,1,11,12,11,12,0,0.0833333333333333,0.916666666666667,1,0.916666666666667,15,4
"1051","1-24H-5A-1","24H-5A-1",2,"5A",1,"24",0,2,10,12,10,12,0,0.166666666666667,0.833333333333333,1,0.833333333333333,15,4
"1061","1-24H-5A-1","24H-5A-1",7,"5A",1,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"1071","1-24H-5A-1","24H-5A-1",14,"5A",1,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"1081","1-24H-5A-1","24H-5A-1",21,"5A",1,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"1091","1-24H-5A-1","24H-5A-1",28,"5A",1,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"1101","1-24H-5A-180","24H-5A-180",1,"5A",180,"24",0,3,8,11,8,11,0,0.272727272727273,0.727272727272727,1,0.727272727272727,15,4
"1111","1-24H-5A-180","24H-5A-180",7,"5A",180,"24",0,7,4,11,4,11,0,0.636363636363636,0.363636363636364,1,0.363636363636364,15,4
"1121","1-24H-5A-180","24H-5A-180",14,"5A",180,"24",0,10,1,11,1,11,0,0.909090909090909,0.0909090909090909,1,0.0909090909090909,15,4
"1131","1-24H-5A-180","24H-5A-180",21,"5A",180,"24",0,11,0,11,0,11,0,1,0,1,0,15,4
"1141","1-24H-5A-180","24H-5A-180",28,"5A",180,"24",0,11,0,11,0,11,0,1,0,1,0,15,4
"1151","1-24H-5A-90","24H-5A-90",1,"5A",90,"24",0,1,11,12,11,12,0,0.0833333333333333,0.916666666666667,1,0.916666666666667,15,4
"1161","1-24H-5A-90","24H-5A-90",7,"5A",90,"24",2,7,3,10,5,12,0.166666666666667,0.583333333333333,0.25,0.833333333333333,0.416666666666667,15,4
"1171","1-24H-5A-90","24H-5A-90",13,"5A",90,"24",0,9,3,12,3,12,0,0.75,0.25,1,0.25,15,4
"118","1-24H-5A-90","24H-5A-90",21,"5A",90,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
