"","idnum","HComp.1","HComp.2","HComp.3","HComp.4","infected","trial","mouseidnum","lifespan","egg_total","hatch_total","avmaxtemp","avmintemp","avmaxhum","avminhum","havmaxtemp","havmintemp","havmaxhum","havminhum","PC1","PC2","PC3","PC4","TPC1","TPC2","TPC3","TPC4","TPC4.1"
"28",28,0.564633957695057,0.209499853099091,-1.38663074214914,0.319289760683606,0,2,2,5,2,0,29.135,26.47,39.45,28.65,29.34,25.42,37.4,28.2,1.00438452093905,-0.410427133156885,0.691214434471159,-0.130836116488377,0.603345347054223,-1.3056458061816,0.914960243053553,-0.249466959023623,0.110365307437319
"29",29,-3.04224027167784,-1.0664508472354,0.0775481476885004,-0.11146783610971,0,2,2,25,131,64,27.0415254237288,25.5067796610169,53.7372881355932,41.8135593220339,27.0196428571429,25.4616071428571,53.5714285714286,41.875,-2.68027242263375,-0.994327945694389,-0.0151644438985342,-0.106497873214795,-2.98544745082829,-0.734657140271335,-0.163218745104507,-0.0275018581640333,0.110791167929275
"30",30,-3.05191374927682,-1.12620543181107,0.159951172276634,0.114223040210749,1,2,3,31,166,149,27.0831081081081,25.5081081081081,50.5135135135135,38.8378378378378,27.0415730337079,25.4741573033708,52.5730337078652,42.9662921348315,-2.17604521328954,-0.544639400794896,-0.0245319665359189,-0.15670423570919,-2.4505771846171,-0.541902062895304,0.157356680198901,0.152808314541149,0.134290362631531
"31",31,0.694951464794263,-0.622942584281374,-0.468034591168498,-0.032643934667233,1,2,3,15,38,32,27.8114285714286,26.1,45.7142857142857,37.4428571428571,29.0818181818182,26.6318181818182,39.1363636363636,30.0909090909091,-1.05710540981796,-0.795963627208064,-0.0469243506695927,0.102710737200268,-1.40925736677154,-1.0203562013819,0.102109875365234,0.13833356594547,-0.123509257515387
"32",32,2.60574593030334,-0.774440129535375,0.306100013079095,-0.113980821569612,1,2,3,4,1,1,29.32,27.025,33.5,27.2,29.56,28.14,31.2,26,1.90803003786762,-0.323936485137102,0.260770587262075,0.0924908088204531,1.48046709979189,-1.472297641409,0.845000657544529,0.187589497074112,-0.146898333399208
"33",33,-3.27728507743064,-1.29849039510404,0.0918392568207388,-0.0198406493705889,1,2,3,24,183,107,27.1734513274336,25.6353982300885,53.4601769911504,42.3097345132743,27.0245098039216,25.4607843137255,54.7156862745098,43.5098039215686,-2.57326869173828,-1.15717184658219,-0.032957033255419,-0.0320264968637349,-2.90195241703705,-0.880722176324375,-0.261490643634252,-0.06212119989773,0.0424668214204408
"34",34,-2.96947928882603,-1.27126877335896,0.0999753306885423,-0.0631309961111002,1,2,3,30,193,116,27.0286713286713,25.4755244755245,51.2027972027972,39.2797202797203,27.15,25.6107142857143,53.6696428571429,42.4553571428571,-2.30632162600185,-0.5837174780141,-0.02733590755747,-0.169826392922905,-2.57975526145801,-0.535659474370199,0.119415827437833,0.136730348071263,0.150263407478388
"35",35,1.44024438107107,-0.631545293708395,-0.736133146387864,-0.0494217365532548,1,2,3,14,29,20,27.7476923076923,26.0738461538462,46.8615384615385,38.3076923076923,29.6411764705882,26.8294117647059,37.0588235294118,27.7058823529412,-1.2576412252103,-0.90126802989132,-0.0548155120042112,0.0937969892462072,-1.61334761137187,-1.04342667112563,0.0143902450729122,0.101848597512054,-0.108199298863602
"36",36,1.44024438107107,-0.631545293708395,-0.736133146387864,-0.0494217365532548,1,2,3,5,42,29,29.4142857142857,26.7857142857143,37.3333333333333,28.1428571428571,29.6411764705882,26.8294117647059,37.0588235294118,27.7058823529412,1.49282892011774,-0.544274797678293,0.614630489798037,-0.0320660701606542,1.05545179271911,-1.5305622305722,0.844735335943913,-0.203632120622743,0.0098976765407674
"37",37,1.44024438107107,-0.631545293708395,-0.736133146387864,-0.0494217365532548,1,2,3,5,35,32,29.4142857142857,26.7857142857143,37.3333333333333,28.1428571428571,29.6411764705882,26.8294117647059,37.0588235294118,27.7058823529412,1.49282892011774,-0.544274797678293,0.614630489798037,-0.0320660701606542,1.05545179271911,-1.5305622305722,0.844735335943913,-0.203632120622743,0.0098976765407674
"38",38,-3.05191374927682,-1.12620543181107,0.159951172276634,0.114223040210749,1,2,3,26,154,90,27.1463414634146,25.6138211382114,52.8048780487805,41.1707317073171,27.0415730337079,25.4741573033708,52.5730337078652,42.9662921348315,-2.45387247055382,-0.987695379903517,-0.026350484315274,-0.1054987326478,-2.76804367167531,-0.789730539186802,-0.140953299867231,-0.00264113183006975,0.106820426276331
"39",39,-0.962214890936914,-0.735810128154433,0.00784611923825707,0.0178103854098522,1,2,3,12,76,69,28.02,26.2272727272727,44.1090909090909,35.4909090909091,27.987037037037,26.187037037037,44.3703703703704,35.6666666666667,-0.607303040454084,-0.685655503933192,0.0199246807455554,0.0331983071761453,-0.966545794615072,-1.06149314399611,0.250564854754642,0.145694698340536,-0.0601691191334792
"40",40,0.95461873555763,-0.572005778780488,-1.17039696283243,-0.0225221177964395,1,2,3,4,12,9,29.35,26.3625,39.375,28.8125,29.675,26.2833333333333,39.5,28.4166666666667,1.05647345811314,-0.454621038440585,0.897434092281895,-0.0164870248150087,0.646941254089123,-1.35590581712856,0.988555376009988,-0.449789661333427,0.00889353693886796
"41",41,-3.37171787576006,-1.26115464626488,0.128155116590587,0.0488938636196836,1,2,3,21,135,107,27.0353535353535,25.4747474747475,54.3636363636364,43.6262626262626,26.9510638297872,25.3968085106383,54.5531914893617,43.9468085106383,-2.89841929155472,-1.17862602679262,-0.0388584901699268,0.0544104529454923,-3.21537625097977,-0.809488339962907,-0.3148187835538,-0.0895182679275991,-0.0399110817180325
"42",42,0.680887906103985,-0.463480283064201,-0.968924567565251,-0.0506029841710697,1,2,3,4,24,6,29.35,26.3625,39.375,28.8125,29.34,26.2266666666667,39.8666666666667,29,1.05647345811314,-0.454621038440585,0.897434092281895,-0.0164870248150087,0.646941254089123,-1.35590581712856,0.988555376009988,-0.449789661333427,0.00889353693886796
"43",43,-3.30993440493831,-1.30396364842975,0.109723838465252,0.0285265315373757,1,2,3,27,171,114,26.99375,25.4421875,52.828125,40.7109375,27.0102040816327,25.4448979591837,54.5918367346939,43.8061224489796,-2.57747288170046,-0.778869084938186,-0.00982936585502875,-0.145784637056517,-2.86200538496216,-0.605705157420428,-0.0188001178211081,0.0435119536227059,0.13900322719403
"44",44,-3.27728507743064,-1.29849039510404,0.0918392568207388,-0.0198406493705889,1,2,3,25,176,101,27.0415254237288,25.5067796610169,53.7372881355932,41.8135593220339,27.0245098039216,25.4607843137255,54.7156862745098,43.5098039215686,-2.68027242263375,-0.994327945694389,-0.0151644438985342,-0.106497873214795,-2.98544745082829,-0.734657140271335,-0.163218745104507,-0.0275018581640333,0.110791167929275
"45",45,0.195543065313501,-0.135317540154703,-1.33908891560525,-0.0316440369833964,1,2,3,6,10,7,29.02,26.708,38.52,28.48,29.2,25.5727272727273,41.3636363636364,29,1.13792149815961,-0.425625707166472,0.428968831361109,-0.174078891518391,0.730750880774305,-1.34632498266463,0.79520625948442,-0.0135753630322014,0.139226835776738
"46",46,-1.07519345048272,-0.70561074217873,-0.689414795051937,0.132809789681145,1,2,3,10,26,16,27.9955555555556,26.1177777777778,43.7333333333333,34.8888888888889,28.425,25.64375,45.6875,35.4375,-0.594215129621476,-0.532944251428778,0.0748785458778754,0.0249629900433505,-0.936502723911779,-0.955315935533249,0.370521941139486,0.14621119048544,-0.0564795716865156
"47",47,-3.3614271779546,-1.11467295018107,0.126406965052812,0.0880928544582835,1,2,3,24,115,103,26.9473684210526,25.4122807017544,54.4122807017544,42.2982456140351,26.8973333333333,25.3066666666667,53.88,43.64,-2.86347358812429,-0.982906709036078,-0.0101708830821708,-0.104435283330597,-3.15938214187816,-0.67779367064238,-0.173220556096983,-0.039125285494286,0.110135122452164
"48",48,-2.67203106560773,-1.0923891384222,0.148852190046017,0.14550881257066,1,2,4,20,131,97,27.1547368421053,25.5557894736842,51.1894736842105,41.9052631578947,27.2316455696203,25.620253164557,50.9367088607595,41.9367088607595,-2.42682254365549,-0.929196065826388,-0.0872665747883299,0.138169426077237,-2.73477877459739,-0.752189851468214,-0.142297434764013,0.0502278531045598,-0.142028960038049
"49",49,-2.79530183167212,-1.19959594304188,0.095894962099878,-0.011904661855429,1,2,4,26,191,139,27.2211382113821,25.6569105691057,52.2764227642276,41.0813008130081,27.21875,25.6357142857143,52.5714285714286,41.9553571428571,-2.34952850096668,-1.00610908367845,-0.0215080717673533,-0.0641110845033948,-2.67037541625994,-0.830797745115005,-0.140450954119112,-0.00991296671597502,0.0657792347532685
"50",50,-1.7505669912508,-0.93214422503714,0.0958687885919088,0.103390119303403,1,2,4,18,123,98,27.3447058823529,25.7011764705882,49.5058823529412,40.8235294117647,27.6445945945946,25.95,47.3243243243243,38.7702702702703,-2.04729332580508,-0.897100194017951,-0.0806893610095398,0.164138320974109,-2.3680017913013,-0.829768819855164,-0.0811551407546527,0.0742356883457352,-0.172551203584175
"51",51,0.904290248960607,-0.326665093047548,-0.236859800422903,-0.182134744782549,1,2,4,10,68,58,28.6622222222222,26.6688888888889,37.6444444444444,29.2222222222222,28.85,26.7558823529412,37.6176470588235,28.4411764705882,0.930502638625918,-0.259728414388658,0.134707228795931,-0.0942971081825795,0.553457623973675,-1.16370524062474,0.728102299397367,0.276344027410116,0.0384277522777592
"52",52,-2.84604220016902,-1.06364755205715,0.0730494066368766,-0.132844782399584,1,2,4,32,167,127,27.0611842105263,25.4861842105263,50.2960526315789,38.5263157894737,27.1147540983607,25.5573770491803,52.9426229508197,41.2540983606557,-2.15591456510524,-0.480235864572569,-0.0248434515147166,-0.172243864612153,-2.42380834673365,-0.500510550921403,0.198652241051657,0.175399900720767,0.146501198238632
"53",53,-2.7816088018743,-0.982401587721703,0.0718580976313276,-0.161176124482499,1,2,4,37,274,203,26.8402298850575,25.2109195402299,48.6666666666667,36.7586206896552,27.1023622047244,25.5503937007874,52.5826771653543,40.748031496063,-2.13623980732471,0.0394210682386462,-0.0202179835653504,-0.20408488325016,-2.34432944998045,-0.128445675644076,0.516516247423899,0.335490952898341,0.153560331015767
"54",54,-1.25907563005969,-0.265786774275502,-0.314351414531754,0.00481281222675267,1,2,4,31,26,18,27.0074829931973,25.4537414965986,50.9591836734694,38.9455782312925,27.8333333333333,25.5833333333333,44.7666666666667,34.7,-2.28196132549258,-0.516059996281645,-0.0275816895485669,-0.185537515129679,-2.54856086917468,-0.493029954193785,0.163148403360712,0.160527851235764,0.162454936953845
"55",55,-0.690009265590774,-0.631636453541345,-0.0327762958301631,0.0540381325250606,1,2,4,13,46,37,27.8366666666667,26.1266666666667,45.5333333333333,37.05,28.1111111111111,26.2222222222222,42.9555555555556,34.7111111111111,-0.984781031629173,-0.775412591096032,-0.0392308443789169,0.0717703520277126,-1.33774415527804,-1.02492438714929,0.127008114475189,0.144680472928675,-0.0939382419597047
"56",56,1.7081603080788,-0.59202947760305,-0.371896006226516,0.0439703099872337,1,2,4,5,9,6,29.4142857142857,26.7857142857143,37.3333333333333,28.1428571428571,29.5285714285714,27.1357142857143,34.7142857142857,27.6428571428571,1.49282892011774,-0.544274797678293,0.614630489798037,-0.0320660701606542,1.05545179271911,-1.5305622305722,0.844735335943913,-0.203632120622743,0.0098976765407674
"57",57,-2.62286794393906,-0.60618099013688,0.0713753107986176,-0.222873721700159,1,2,4,35,171,90,26.7848484848485,25.1624242424242,49.5818181818182,37.4666666666667,26.9883561643836,25.4335616438356,51.1027397260274,39.0342465753425,-2.31331916417251,-0.0282213402984328,-0.0134936759047727,-0.201657504630181,-2.52165490946928,-0.130683120338271,0.460463971221503,0.298277733897364,0.156334579966431
"58",58,0.424134994197536,-0.175044755138069,-1.78010913902102,0.0175868677739272,1,2,4,16,7,0,27.1066666666667,25.4893333333333,52,42.7866666666667,29.65,25.4125,41.375,28.125,-2.61620087516676,-0.999502005249367,-0.0758025897128232,0.176912067414901,-2.92417545209933,-0.753077805948842,-0.200440911315135,0.0043531024430794,-0.174929510947282
"59",59,-3.230003831776,-1.29448506512642,0.0903433361843124,-0.0607548360429473,1,2,4,23,111,69,27.0601851851852,25.5194444444444,54.5092592592593,43.0648148148148,27.0373831775701,25.492523364486,54.7196261682243,43.2242990654206,-2.82615920517674,-1.17226467155179,-0.0210411071028782,-0.0297166580487822,-3.14568565469316,-0.824761964413847,-0.291398136753083,-0.0920375521916736,0.0438258907794041
"60",60,0.424134994197536,-0.175044755138069,-1.78010913902102,0.0175868677739272,1,2,4,4,7,2,29.35,26.3625,39.375,28.8125,29.65,25.4125,41.375,28.125,1.05647345811314,-0.454621038440585,0.897434092281895,-0.0164870248150087,0.646941254089123,-1.35590581712856,0.988555376009988,-0.449789661333427,0.00889353693886796
"61",61,-3.37171787576006,-1.26115464626488,0.128155116590587,0.0488938636196836,1,2,4,30,148,116,26.9154929577465,25.3591549295775,51.669014084507,39.4014084507042,26.9510638297872,25.3968085106383,54.5531914893617,43.9468085106383,-2.46404328760613,-0.504964685332444,-0.0183295998090685,-0.189186053857246,-2.72149207993207,-0.43681753167977,0.155353938418044,0.145614324530986,0.167713528985077
"62",62,-3.37171787576006,-1.26115464626488,0.128155116590587,0.0488938636196836,1,2,4,27,158,103,26.99375,25.4421875,52.828125,40.7109375,26.9510638297872,25.3968085106383,54.5531914893617,43.9468085106383,-2.57747288170046,-0.778869084938186,-0.00982936585502875,-0.145784637056517,-2.86200538496216,-0.605705157420428,-0.0188001178211081,0.0435119536227059,0.13900322719403
"63",63,-3.61115361327286,-1.25649806049598,0.131671904459291,0.0556331503999885,1,2,4,32,147,94,26.7467105263158,25.1657894736842,50.7697368421053,38.4671052631579,26.8277777777778,25.28,55.3888888888889,44.6111111111111,-2.5009239790026,-0.17707004880328,-0.0247293414091684,-0.201227146366,-2.71843626352554,-0.188713556518079,0.345937858390852,0.251259661605462,0.164117091705983
"64",64,NA,NA,NA,NA,1,2,4,2,0,0,30,25.3285714285714,43.1428571428571,29.1428571428571,NA,NA,NA,NA,0.608935770604828,-0.401548145336095,2.14443066827012,0.187360542480556,0.218171903313022,-1.22622522584962,1.5661616834336,-1.5663917498565,-0.127383836650425
"65",65,1.55286560972926,-0.0190797866858257,0.176479458305818,0.0588876842778628,0,1,5,11,30,25,29.162,27.09,33.96,27.58,28.8033333333333,27.08,32.2333333333333,27.1666666666667,1.79175133187888,-0.353905023416971,0.117783930344108,0.0347699147720393,1.71304765532947,-0.63818787808517,-0.0663241850009458,-0.166816552475609,-0.0191475538475599
"66",66,1.52276694708136,0.0386311791638947,0.157495142694666,0.0543019885366751,0,1,5,9,34,26,28.990243902439,27.2853658536585,32.9756097560976,27.6341463414634,28.7727272727273,27.0227272727273,32.2272727272727,27.0454545454545,1.85992825827235,-0.336597159761436,-0.168979467989709,0.0204024011821578,1.78189391242579,-0.637228171813991,-0.186386973265087,0.0943865075333013,-0.0212659663231386
"67",67,1.71498133528482,-0.209103709113889,0.195990610869723,0.0985298846902061,0,1,5,4,17,15,28.8736842105263,27.1526315789474,31.9473684210526,27.3157894736842,28.9714285714286,27.2642857142857,32,27.4285714285714,1.83536976824635,-0.116552317958223,-0.204961366082915,0.0842881466531841,1.78436934473851,-0.469808966624294,-0.0766852006387244,0.187088968878346,-0.0969983504996364
"68",68,1.84825689107606,-1.09318833288815,0.248981895035685,0.0884372120923502,0,1,5,3,15,15,28.96,27.0733333333333,32.3333333333333,27.6,29.42,27.86,34.2,29.6,1.79101290193075,-0.15856715635318,-0.0890702139179047,0.130498547704967,1.73641550183375,-0.491033656284735,-0.0526217331772968,0.0664273078564049,-0.134556214427682
"69",69,1.84825689107606,-1.09318833288815,0.248981895035685,0.0884372120923502,0,1,5,2,7,0,29.12,27.33,32.8,28.3,29.42,27.86,34.2,29.6,1.90402372377438,-0.471603372659075,-0.138676391925413,0.131147270877155,1.80822533273306,-0.747330262857488,-0.252826717477445,0.0196824461093029,-0.123945271101318
"70",70,NA,NA,NA,NA,0,1,5,1,0,0,29.3166666666667,27.2833333333333,34.6666666666667,29.6666666666667,NA,NA,NA,NA,1.73583029617785,-0.770823077777366,0.0622737109794691,0.19116305809246,1.61129585194451,-0.924396558208031,-0.35586686816485,-0.263038730481073,-0.157442582801797
"71",71,1.69234511135761,-0.0991737911403865,0.19301366323714,0.0269852894868758,0,1,5,10,50,33,29.1739130434783,27.0326086956522,34,27.5652173913043,28.8923076923077,27.2115384615385,32.0769230769231,26.9230769230769,1.7690337073064,-0.326976195799228,0.163544775144236,0.0506653043853158,1.69421810339378,-0.613579986536076,-0.0311198948248307,-0.201138262334501,-0.033657839297144
"72",72,1.61947050956722,-0.274498871812991,0.343610020927735,0.0316103651689774,0,1,5,6,44,35,28.7962962962963,27.1074074074074,32.7407407407407,27.7037037037037,28.8363636363636,27.3681818181818,32.5454545454545,27.8181818181818,1.6844215675799,-0.139290086765885,-0.209241467659307,0.0540234389750539,1.63732006608142,-0.446229055064882,-0.106981487604465,0.177555297510404,-0.0646196732759775
"73",73,1.92515337788108,-0.0894398645796542,0.166061991732196,0.0282061410102254,0,1,5,12,13,9,28.9607843137255,26.9470588235294,35.0588235294118,27.6666666666667,29.0235294117647,27.3,31.2352941176471,26.2352941176471,1.53403889873241,-0.25510015802408,0.112094586013832,-0.0577625825945929,1.47802626449352,-0.498129513116769,-0.0328951121479771,-0.138676944908207,0.0703621727605004
"74",74,2.29471280820217,-0.415785103526532,0.402749991856812,-0.0278144668549644,0,1,5,7,4,3,28.9032258064516,27.2741935483871,31.7741935483871,26.8064516129032,29.1875,27.825,30.625,26.25,1.96467930571839,-0.142592947385133,-0.247474545878903,0.010833815717184,1.90519583857108,-0.522363627249776,-0.096270893558626,0.22974783937846,-0.0260225272428917
"75",75,1.49884221782058,-0.188507273026732,0.171547418916683,-0.0151146832338691,0,1,5,11,46,40,29.0173913043478,26.9065217391304,34.695652173913,27.6086956521739,28.8421052631579,27.1684210526316,33.3157894736842,27.5263157894737,1.57468417049918,-0.229736238346671,0.161753357559,-0.00563289695864505,1.51963353472997,-0.491457143024694,0.0084000435933622,-0.176195416146707,0.0194676423733917
"76",76,1.81402471941737,0.0957209183268459,0.612667942635481,-0.0598454106343843,0,1,5,2,6,3,28.5777777777778,27.4333333333333,33.8888888888889,28.2222222222222,28.55,27.45,30.5,26.25,1.60089380844127,-0.347560863729889,-0.527159620573245,-0.144676439548221,1.5347136220138,-0.568759961367843,-0.385954457027693,0.402731416983296,0.127305022758628
"77",77,1.34273049509336,-0.0865386475714392,0.346344180289017,-0.0270497457306463,0,1,5,7,15,2,29.25,26.996875,34.875,27.5,28.5916666666667,27.15,33.25,27.8333333333333,1.7357974945851,-0.386556235799755,0.281397156840344,-0.00149689493965671,1.65475334529276,-0.650903095588758,-0.011474873871127,-0.320211439246634,0.0275767587895052
"78",78,NA,NA,NA,NA,0,1,5,1,0,0,29.54,28.14,31.6,26.2,NA,NA,NA,NA,2.77410919146567,-0.861923663843176,-0.31670978223732,-0.148997675612421,2.59567493851337,-1.25894577885566,-0.470577940343179,0.128297104003606,0.156296897539586
"79",79,1.37208497463586,-0.49480543140173,0.18301886164854,0.0387321793207167,0,1,6,11,16,13,29.162,27.09,33.96,27.58,28.9294117647059,27.2705882352941,34.4705882352941,28.9411764705882,1.79175133187888,-0.353905023416971,0.117783930344108,0.0347699147720393,1.71304765532947,-0.63818787808517,-0.0663241850009458,-0.166816552475609,-0.0191475538475599
"80",80,1.12676484939312,-0.267928806879737,-0.0495067161919367,-0.0475852669478886,0,1,6,18,85,58,28.555,26.76,37.675,30.525,28.8375,26.90625,35.578125,28.375,0.804072769443965,-0.387355647606262,-0.0431828811794242,-0.00472463359042144,0.76524325606262,-0.39653881428339,-0.265820163479053,-0.0903707764151839,0.0224212962960367
"81",81,1.55286560972926,-0.0190797866858257,0.176479458305818,0.0588876842778628,0,1,6,13,25,23,29.0418181818182,26.9818181818182,34.6727272727273,27.8727272727273,28.8033333333333,27.08,32.2333333333333,27.1666666666667,1.60228775054598,-0.307397002079803,0.121892034667718,0.00922510702740081,1.5372029532271,-0.55424646049268,-0.0551941722809207,-0.164932200294818,0.00603000784600174
"82",82,1.84825689107606,-1.09318833288815,0.248981895035685,0.0884372120923502,0,1,6,4,6,6,28.8736842105263,27.1526315789474,31.9473684210526,27.3157894736842,29.42,27.86,34.2,29.6,1.83536976824635,-0.116552317958223,-0.204961366082915,0.0842881466531841,1.78436934473851,-0.469808966624294,-0.0766852006387244,0.187088968878346,-0.0969983504996364
"83",83,1.32999804737889,-0.254494034907675,0.197997281186502,-0.0144607217340877,0,1,6,16,45,18,28.669014084507,26.8042253521127,36.4507042253521,29.1408450704225,28.7705882352941,27.1411764705882,34.0882352941176,28.2058823529412,1.08944648512553,-0.262183531178555,0.0046773392350006,-0.0409690390208343,1.05254199034361,-0.382643641178643,-0.136166679499531,-0.0740772171038837,0.0524434450846726
"84",84,1.73699097620316,-0.141364903015947,0.288585573484337,0.0633353746180746,0,1,6,5,43,33,28.8347826086957,27.2391304347826,32.7391304347826,27.9130434782609,28.8777777777778,27.3055555555556,31.6666666666667,27.1666666666667,1.74948152110186,-0.252137097162663,-0.270699389018057,0.0468007253851986,1.6867107958639,-0.544113911918684,-0.197300404839797,0.200825597450212,-0.0558683340915289
"85",85,1.5641188825466,-0.0933223595410085,0.21379246425038,0.0310542299361216,0,1,6,6,20,13,28.8074074074074,27.1296296296296,31.8518518518519,26.8888888888889,28.8117647058824,27.1588235294118,32.4705882352941,27.2941176470588,1.83320938803327,-0.0283356761389011,-0.225627942801622,0.0338997277482765,1.79268255175516,-0.404851079631553,-0.0317970953865515,0.236398525391448,-0.0520769475892427
"86",86,1.31539851086489,-0.295162067148164,-0.198278139116698,-0.0285671360076721,0,1,6,16,52,31,28.4774647887324,26.6830985915493,38.0704225352113,30.6901408450704,29.0525,26.9125,35.2,27.825,0.685006579133105,-0.347175826169839,-0.0382822246952705,-0.016119223011807,0.656006206409824,-0.335867301333938,-0.251317346444771,-0.088216623095048,0.0332051383285737
