"","id","parents","infected","start","week","date","eggs","hatch","alive","mouse","procedencia","trial","idnum","perferc","avtemphigh","avtemplow","avtemp","tempmax","tempmin","tempdiff","avhumhigh","avhumlow","avhum","hummax","hummin","humdiff","eggevent","hatchevent","egg_total","hatch_total"
"5783","P55-1","P55","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,119,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,30,14
"5784","P56-1","P56","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,120,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,57,44
"5785","P57-1","P57","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,121,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,15,11
"5786","P58-1","P58","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,122,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,13,7
"5787","P59-1","P59","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,123,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,43,34
"5788","P60-1","P60","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,124,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,22,11
"5789","P61-1","P61","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,125,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,37,31
"5790","P62-1","P62","1",2014-10-13,"33",2015-06-01,NA,NA,0,"I-B-1","I-B",1,126,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,6,3
"5791","P63-1","P63","1",2014-10-20,"33",2015-06-08,0,NA,1,"I-B-1","I-B",1,127,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,0,NA,257,208
"5792","P64-1","P64","1",2014-10-20,"33",2015-06-08,NA,NA,0,"I-B-1","I-B",1,128,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,17,13
"5793","P65-1","P65","1",2014-10-20,"33",2015-06-08,NA,NA,0,"I-B-1","I-B",1,129,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,54,23
"5794","P66-1","P66","1",2014-10-20,"33",2015-06-08,NA,NA,0,"I-B-1","I-B",1,130,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,62,22
"5795","P67-1","P67","1",2014-10-20,"33",2015-06-08,NA,NA,0,"I-B-1","I-B",1,131,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,87,16
"5796","P68-1","P68","1",2014-10-20,"33",2015-06-08,NA,NA,0,"I-B-1","I-B",1,132,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,3,0
"5797","P69-1","P69","1",2014-10-20,"33",2015-06-08,NA,NA,0,"I-B-1","I-B",1,133,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,25,18
"5798","P70-1","P70","1",2014-10-20,"33",2015-06-08,NA,NA,0,"I-B-1","I-B",1,134,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,87,45
"5799","P1-0","P1","0",2014-05-23,"33",2015-01-09,NA,NA,0,"CO-0","CO",0,135,NA,28.3,26.94,27.62,28.5,26.2,1.9,39.2,27.8,33.5,45,26,14,NA,NA,18,10
"5800","P2-0","P2","0",2014-05-23,"33",2015-01-09,NA,NA,0,"CO-0","CO",0,136,NA,28.3,26.94,27.62,28.5,26.2,1.9,39.2,27.8,33.5,45,26,14,NA,NA,47,15
"5801","P3-0","P3","0",2014-05-29,"33",2015-01-15,NA,NA,0,"CO-0","CO",0,137,NA,28.56,27.66,28.11,28.8,27.1,1.3,34.8,27.8,31.3,41,26,10,NA,NA,17,7
"5802","P4-0","P4","0",2014-05-29,"33",2015-01-15,NA,NA,0,"CO-0","CO",0,138,NA,28.56,27.66,28.11,28.8,27.1,1.3,34.8,27.8,31.3,41,26,10,NA,NA,171,88
"5803","P5-0","P5","0",2014-06-09,"33",2015-01-26,NA,NA,0,"CO-0","CO",0,139,NA,27.04,25.7,26.37,27.4,25,2.4,42.2,33.6,37.9,44,30,11,NA,NA,91,63
"5804","P6-0","P6","0",2014-06-19,"33",2015-02-05,NA,NA,0,"CO-0","CO",0,140,NA,26.72,25.8,26.26,27.1,25.3,1.5,55.2,49.6,52.4,58,38,11,NA,NA,63,41
"5805","P7-0","P7","0",2014-06-26,"33",2015-02-12,NA,NA,0,"CO-0","CO",0,141,NA,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,NA,NA,44,24
"5806","P8-0","P8","0",2014-06-30,"33",2015-02-16,NA,NA,0,"CO-0","CO",0,142,NA,25.96,24.4,25.18,28,22.6,2.1,62.4,55.8,59.1,64,54,10,NA,NA,1,0
"5807","P9-0","P9","0",2014-06-30,"33",2015-02-16,NA,NA,0,"CO-0","CO",0,143,NA,25.96,24.4,25.18,28,22.6,2.1,62.4,55.8,59.1,64,54,10,NA,NA,2,2
"5808","P10-0","P10","0",2014-07-07,"33",2015-02-23,NA,NA,0,"CO-0","CO",0,144,NA,25.6,24.6,25.1,26.7,23.9,1.3,59.2,48.6,53.9,61,42,17,NA,NA,90,79
"5809","P11-0","P11","0",2014-07-07,"33",2015-02-23,NA,NA,0,"CO-0","CO",0,145,NA,25.6,24.6,25.1,26.7,23.9,1.3,59.2,48.6,53.9,61,42,17,NA,NA,89,81
"5810","P12-0","P12","0",2014-07-28,"33",2015-03-16,NA,NA,0,"CO-0","CO",0,146,NA,26.08,24.08,25.08,26.5,23.2,2.6,67,54,60.5,70,52,18,NA,NA,115,83
"5811","P13-0","P13","0",2014-08-04,"33",2015-03-23,NA,NA,0,"CO-0","CO",0,147,NA,24.92,23.76,24.34,25.3,22.9,2,66.4,57,61.7,68,54,13,NA,NA,15,10
"5812","P14-0","P14","0",2014-08-04,"33",2015-03-23,NA,NA,0,"CO-0","CO",0,148,NA,24.92,23.76,24.34,25.3,22.9,2,66.4,57,61.7,68,54,13,NA,NA,0,0
"5813","P15-0","P15","1",2014-05-05,"33",2014-12-22,NA,NA,0,"I-R1-0","I-R1",0,149,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,35,29
"5814","P16-0","P16","1",2014-05-05,"33",2014-12-22,NA,NA,0,"I-R1-0","I-R1",0,150,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,56,35
"5815","P17-0","P17","1",2014-05-12,"33",2014-12-29,NA,NA,0,"I-R1-0","I-R1",0,151,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,79,59
"5816","P18-0","P18","1",2014-05-12,"33",2014-12-29,NA,NA,0,"I-R1-0","I-R1",0,152,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,24,20
"5817","P19-0","P19","1",2014-05-15,"33",2015-01-01,NA,NA,0,"I-R1-0","I-R1",0,153,NA,28,26,27,28.4,25.3,3.1,41.3333333333333,31.3333333333333,36.3333333333333,42,26,15,NA,NA,54,44
"5818","P20-0","P20","1",2014-05-23,"33",2015-01-09,NA,NA,0,"I-R1-0","I-R1",0,154,NA,28.3,26.94,27.62,28.5,26.2,1.9,39.2,27.8,33.5,45,26,14,NA,NA,127,63
"5819","P21-0","P21","1",2014-05-23,"33",2015-01-09,NA,NA,0,"I-R1-0","I-R1",0,155,NA,28.3,26.94,27.62,28.5,26.2,1.9,39.2,27.8,33.5,45,26,14,NA,NA,62,54
"5820","P22-0","P22","1",2014-05-26,"33",2015-01-12,NA,NA,0,"I-R1-0","I-R1",0,156,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,35,27
"5821","P23-0","P23","1",2014-05-26,"33",2015-01-12,NA,NA,0,"I-R1-0","I-R1",0,157,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,84,44
"5822","P24-0","P24","1",2014-06-09,"33",2015-01-26,NA,NA,0,"I-R1-0","I-R1",0,158,NA,27.04,25.7,26.37,27.4,25,2.4,42.2,33.6,37.9,44,30,11,NA,NA,45,29
"5823","P25-0","P25","1",2014-06-09,"33",2015-01-26,NA,NA,0,"I-R1-0","I-R1",0,159,NA,27.04,25.7,26.37,27.4,25,2.4,42.2,33.6,37.9,44,30,11,NA,NA,0,0
"5824","P26-0","P26","1",2014-06-16,"33",2015-02-02,NA,NA,0,"I-R1-0","I-R1",0,160,NA,26.98,25.9,26.44,27.5,25,1.8,49.4,40.6,45,55,38,11,NA,NA,36,30
"5825","P27-0","P27","1",2014-07-10,"33",2015-02-26,NA,NA,0,"I-R1-0","I-R1",0,161,NA,25.82,25.02,25.42,27.1,23.9,1,61.2,54.2,57.7,63,49,9,NA,NA,108,97
"5826","P28-0","P28","1",2014-07-10,"33",2015-02-26,NA,NA,0,"I-R1-0","I-R1",0,162,NA,25.82,25.02,25.42,27.1,23.9,1,61.2,54.2,57.7,63,49,9,NA,NA,165,144
"5827","P29-0","P29","1",2014-07-10,"33",2015-02-26,NA,NA,0,"I-R1-0","I-R1",0,163,NA,25.82,25.02,25.42,27.1,23.9,1,61.2,54.2,57.7,63,49,9,NA,NA,89,73
"5828","P30-0","P30","1",2014-07-10,"33",2015-02-26,NA,NA,0,"I-R1-0","I-R1",0,164,NA,25.82,25.02,25.42,27.1,23.9,1,61.2,54.2,57.7,63,49,9,NA,NA,99,37
"5829","P31-0","P31","1",2014-07-10,"33",2015-02-26,NA,NA,0,"I-R1-0","I-R1",0,165,NA,25.82,25.02,25.42,27.1,23.9,1,61.2,54.2,57.7,63,49,9,NA,NA,108,85
"5830","P32-0","P32","1",2014-07-10,"33",2015-02-26,NA,NA,0,"I-R1-0","I-R1",0,166,NA,25.82,25.02,25.42,27.1,23.9,1,61.2,54.2,57.7,63,49,9,NA,NA,211,174
"5831","P33-0","P33","1",2014-05-05,"33",2014-12-22,NA,NA,0,"I-R2-0","I-R2",0,167,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,106,59
"5832","P34-0","P34","1",2014-05-05,"33",2014-12-22,NA,NA,0,"I-R2-0","I-R2",0,168,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,127,87
"5833","P35-0","P35","1",2014-05-12,"33",2014-12-29,NA,NA,0,"I-R2-0","I-R2",0,169,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,12,5
"5834","P36-0","P36","1",2014-05-26,"33",2015-01-12,NA,NA,0,"I-R2-0","I-R2",0,170,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,8,5
"5835","P37-0","P37","1",2014-05-26,"33",2015-01-12,NA,NA,0,"I-R2-0","I-R2",0,171,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,33,21
"5836","P38-0","P38","1",2014-05-29,"33",2015-01-15,NA,NA,0,"I-R2-0","I-R2",0,172,NA,28.56,27.66,28.11,28.8,27.1,1.3,34.8,27.8,31.3,41,26,10,NA,NA,0,0
"5837","P39-0","P39","1",2014-06-02,"33",2015-01-19,NA,NA,0,"I-R2-0","I-R2",0,173,NA,28.4,27.1,27.75,28.8,25.9,2.5,33,27,30,39,26,10,NA,NA,72,58
"5838","P40-0","P40","1",2014-06-02,"33",2015-01-19,NA,NA,0,"I-R2-0","I-R2",0,174,NA,28.4,27.1,27.75,28.8,25.9,2.5,33,27,30,39,26,10,NA,NA,94,60
"5839","P41-0","P41","1",2014-06-09,"33",2015-01-26,NA,NA,0,"I-R2-0","I-R2",0,175,NA,27.04,25.7,26.37,27.4,25,2.4,42.2,33.6,37.9,44,30,11,NA,NA,7,5
"5840","P42-0","P42","1",2014-06-19,"33",2015-02-05,NA,NA,0,"I-R2-0","I-R2",0,176,NA,26.72,25.8,26.26,27.1,25.3,1.5,55.2,49.6,52.4,58,38,11,NA,NA,0,0
"5841","P43-0","P43","1",2014-07-07,"33",2015-02-23,NA,NA,0,"I-R2-0","I-R2",0,177,NA,25.6,24.6,25.1,26.7,23.9,1.3,59.2,48.6,53.9,61,42,17,NA,NA,62,56
"5842","P1-2","P1","0",2014-11-20,"34",2015-07-16,NA,NA,0,"CO-A-2","CO-A",2,1,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,77,70
"5843","P2-2","P2","0",2014-11-20,"34",2015-07-16,NA,NA,0,"CO-A-2","CO-A",2,2,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,46,35
"5844","P3-2","P3","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-A-2","CO-A",2,3,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,11,10
"5845","P4-2","P4","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-A-2","CO-A",2,4,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,38,16
"5846","P5-2","P5","0",2014-12-04,"34",2015-07-30,NA,NA,0,"CO-A-2","CO-A",2,5,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,0,0
"5847","P6-2","P6","0",2014-12-04,"34",2015-07-30,NA,NA,0,"CO-A-2","CO-A",2,6,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,29,15
"5848","P7-2","P7","0",2014-12-04,"34",2015-07-30,NA,NA,0,"CO-A-2","CO-A",2,7,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,44,13
"5849","P8-2","P8","0",2014-12-11,"34",2015-08-06,NA,NA,0,"CO-A-2","CO-A",2,8,NA,26.875,25.675,26.275,27,25,2,33.25,20.75,27,40,19,20,NA,NA,40,25
"5850","P9-2","P9","0",2014-12-11,"34",2015-08-06,NA,NA,0,"CO-A-2","CO-A",2,9,NA,26.875,25.675,26.275,27,25,2,33.25,20.75,27,40,19,20,NA,NA,0,0
"5851","P10-2","P10","0",2014-12-11,"34",2015-08-06,NA,NA,0,"CO-A-2","CO-A",2,10,NA,26.875,25.675,26.275,27,25,2,33.25,20.75,27,40,19,20,NA,NA,20,14
"5852","P11-2","P11","0",2014-12-11,"34",2015-08-06,NA,NA,0,"CO-A-2","CO-A",2,11,NA,26.875,25.675,26.275,27,25,2,33.25,20.75,27,40,19,20,NA,NA,31,22
"5853","P12-2","P12","0",2014-12-18,"34",2015-08-13,NA,NA,0,"CO-A-2","CO-A",2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,33
"5854","P13-2","P13","0",2014-11-20,"34",2015-07-16,NA,NA,0,"CO-B-2","CO-B",2,13,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,38,29
"5855","P14-2","P14","0",2014-11-20,"34",2015-07-16,NA,NA,0,"CO-B-2","CO-B",2,14,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,157,91
"5856","P15-2","P15","0",2014-11-20,"34",2015-07-16,NA,NA,0,"CO-B-2","CO-B",2,15,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,21,20
"5857","P16-2","P16","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,16,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,56,50
"5858","P17-2","P17","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,17,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,79,62
"5859","P18-2","P18","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,18,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,51,43
"5860","P19-2","P19","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,19,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,58,49
"5861","P20-2","P20","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,20,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,28,22
"5862","P21-2","P21","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,21,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,4,0
"5863","P22-2","P22","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,22,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,33,8
"5864","P23-2","P23","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,23,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,34,26
"5865","P24-2","P24","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,24,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,21,14
"5866","P25-2","P25","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,25,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,54,40
"5867","P26-2","P26","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,26,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,32,26
"5868","P27-2","P27","0",2014-11-27,"34",2015-07-23,NA,NA,0,"CO-B-2","CO-B",2,27,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,22,19
"5869","P28-2","P28","0",2014-12-04,"34",2015-07-30,NA,NA,0,"CO-B-2","CO-B",2,28,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,2,0
"5870","P29-2","P29","0",2014-12-04,"34",2015-07-30,NA,NA,0,"CO-B-2","CO-B",2,29,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,131,64
"5871","P30-2","P30","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-A-2","I-A",2,30,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,166,149
"5872","P31-2","P31","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-A-2","I-A",2,31,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,38,32
"5873","P32-2","P32","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-A-2","I-A",2,32,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,1,1
"5874","P33-2","P33","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-A-2","I-A",2,33,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,183,107
"5875","P34-2","P34","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-A-2","I-A",2,34,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,193,116
"5876","P35-2","P35","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-A-2","I-A",2,35,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,29,20
"5877","P36-2","P36","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-A-2","I-A",2,36,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,42,29
"5878","P37-2","P37","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-A-2","I-A",2,37,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,35,32
"5879","P38-2","P38","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-A-2","I-A",2,38,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,154,90
"5880","P39-2","P39","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-A-2","I-A",2,39,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,76,69
"5881","P40-2","P40","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-A-2","I-A",2,40,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,12,9
"5882","P41-2","P41","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-A-2","I-A",2,41,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,135,107
"5883","P42-2","P42","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-A-2","I-A",2,42,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,24,6
"5884","P43-2","P43","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-A-2","I-A",2,43,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,171,114
"5885","P44-2","P44","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-A-2","I-A",2,44,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,176,101
"5886","P45-2","P45","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-A-2","I-A",2,45,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,10,7
"5887","P46-2","P46","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-A-2","I-A",2,46,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,26,16
"5888","P47-2","P47","1",2014-12-11,"34",2015-08-06,NA,NA,0,"I-A-2","I-A",2,47,NA,26.875,25.675,26.275,27,25,2,33.25,20.75,27,40,19,20,NA,NA,115,103
"5889","P48-2","P48","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-B-2","I-B",2,48,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,131,97
"5890","P49-2","P49","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-B-2","I-B",2,49,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,191,139
"5891","P50-2","P50","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-B-2","I-B",2,50,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,123,98
"5892","P51-2","P51","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-B-2","I-B",2,51,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,68,58
"5893","P52-2","P52","1",2014-11-20,"34",2015-07-16,NA,NA,0,"I-B-2","I-B",2,52,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,NA,NA,167,127
"5894","P53-2","P53","1",2014-11-20,"34",2015-07-16,0,NA,1,"I-B-2","I-B",2,53,NA,24.44,21.78,23.11,25.4,20.2,3.6,42.4,24.6,33.5,62,24,38,0,NA,274,203
"5895","P54-2","P54","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-B-2","I-B",2,54,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,26,18
"5896","P55-2","P55","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-B-2","I-B",2,55,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,46,37
"5897","P56-2","P56","1",2014-11-27,"34",2015-07-23,NA,NA,0,"I-B-2","I-B",2,56,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,NA,NA,9,6
"5898","P57-2","P57","1",2014-11-27,"34",2015-07-23,0,NA,1,"I-B-2","I-B",2,57,NA,25.34,22.78,24.06,26.1,21.8,3.8,37.4,22.4,29.9,45,20,25,0,NA,171,90
"5899","P58-2","P58","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-B-2","I-B",2,58,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,7,0
"5900","P59-2","P59","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-B-2","I-B",2,59,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,111,69
"5901","P60-2","P60","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-B-2","I-B",2,60,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,7,2
"5902","P61-2","P61","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-B-2","I-B",2,61,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,148,116
"5903","P62-2","P62","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-B-2","I-B",2,62,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,158,103
"5904","P63-2","P63","1",2014-12-04,"34",2015-07-30,NA,NA,0,"I-B-2","I-B",2,63,NA,26.4,24,25.2,26.5,23.5,3,41,31,36,49,22,13,NA,NA,147,94
"5905","P64-2","P64","1",2014-12-18,"34",2015-08-13,NA,NA,0,"I-B-2","I-B",2,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"5906","P1-1","P1","0",2014-10-06,"34",2015-06-01,NA,NA,0,"CO-A-1","CO-A",1,65,NA,26.76,24.96,25.86,27.1,23.9,2.9,44.2,30,37.1,47,28,19,NA,NA,30,25
"5907","P2-1","P2","0",2014-10-13,"34",2015-06-08,NA,NA,0,"CO-A-1","CO-A",1,66,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,34,26
"5908","P3-1","P3","0",2014-10-13,"34",2015-06-08,NA,NA,0,"CO-A-1","CO-A",1,67,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,17,15
"5909","P4-1","P4","0",2014-10-13,"34",2015-06-08,NA,NA,0,"CO-A-1","CO-A",1,68,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,15,15
"5910","P5-1","P5","0",2014-10-13,"34",2015-06-08,NA,NA,0,"CO-A-1","CO-A",1,69,NA,26.62,25.12,25.87,27.1,24.7,2.1,41.8,27,34.4,47,26,21,NA,NA,7,0
