"","idnum","id","parents","infected","start","week","date","eggs","hatch","alive","mouse","procedencia","trial","perferc","avtemphigh","avtemplow","avtemp","tempmax","tempmin","tempdiff","avhumhigh","avhumlow","avhum","hummax","hummin","humdiff","eggevent","hatchevent","egg_total","hatch_total","mouseidnum","lifespan","avtemp_total","avlowtemp_total","avhightemp_total","avhum_total","avlowhum_total","avhighhum_total","hightemp_total","highhum_total","lowtemp_total","lowhum_total","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9"
"163",163,"P29-0","P29","1",2014-07-10,"1",2014-07-17,8,6,1,"I-R1-0","I-R1",0,0.75,27.05,24.65,25.85,27.5,22.6,4.2,35.5,27,31.25,39,27,12,1,1,89,73,10,14,26.7242857142857,25.8114285714286,27.6371428571429,31.3202380952381,27.9357142857143,34.7047619047619,29.5,44,21.9,26,75.3348659228553,9.04998139481457,-8.13512386805912,1.40762762529494,1.0604416983013,0.26732111993859,0.0786601053902467,6.15098740146737e-15,-4.90146608172127e-15
"164",164,"P30-0","P30","1",2014-07-10,"1",2014-07-17,12,9,1,"I-R1-0","I-R1",0,0.75,27.05,24.65,25.85,27.5,22.6,4.2,35.5,27,31.25,39,27,12,1,1,99,37,10,22,27.2446590909091,26.3615909090909,28.1277272727273,30.7469696969697,27.6454545454545,33.8484848484849,30.2,44,21.9,26,76.4280143895273,9.38357163875633,-7.15017624760325,2.3900936595025,0.749329631468846,-0.0670488008041074,0.0838158390982365,5.31250880935398e-15,-2.06953000718914e-15
"165",165,"P31-0","P31","1",2014-07-10,"1",2014-07-17,11,9,1,"I-R1-0","I-R1",0,0.818181818181818,27.05,24.65,25.85,27.5,22.6,4.2,35.5,27,31.25,39,27,12,1,1,108,85,10,14,26.7242857142857,25.8114285714286,27.6371428571429,31.3202380952381,27.9357142857143,34.7047619047619,29.5,44,21.9,26,77.3098959976724,8.79849763608751,-8.30197697102353,1.49540955652816,1.07093560618198,0.248658043913201,0.0814999531328483,6.15098740146737e-15,-4.90146608172127e-15
"166",166,"P32-0","P32","1",2014-07-10,"1",2014-07-17,5,5,1,"I-R1-0","I-R1",0,1,27.05,24.65,25.85,27.5,22.6,4.2,35.5,27,31.25,39,27,12,1,1,211,174,10,28,27.2829761904762,26.33125,28.2347023809524,31.5372023809524,27.9190476190476,35.1553571428571,36.3,68,21.9,26,76.3814916701453,-13.1229860435528,3.26437910365412,4.46151995463624,0.441473012493549,0.396075449656236,-0.0601827820750177,6.11386431908145e-15,5.47712867684049e-14
"167",167,"P33-0","P33","1",2014-05-05,"1",2014-05-12,0,NA,1,"I-R2-0","I-R2",0,NA,28.46,24.56,26.51,28.9,24,4.7,45.2,28.6,36.9,47,27,20,0,NA,106,59,11,27,26.3778703703704,25.3837037037037,27.372037037037,31.8157407407407,27.9444444444444,35.687037037037,29.5,67,21.9,23,77.6640292097637,-11.8759490718868,1.24683992550769,-1.97709601555002,-0.63520239511009,-0.685598054209666,0.0215053618990206,-6.18940172576265e-15,-5.94750433773529e-15
"168",168,"P34-0","P34","1",2014-05-05,"1",2014-05-12,0,NA,1,"I-R2-0","I-R2",0,NA,28.46,24.56,26.51,28.9,24,4.7,45.2,28.6,36.9,47,27,20,0,NA,123,87,11,31,26.6120967741935,25.6383870967742,27.5858064516129,31.5911290322581,27.8709677419355,35.3112903225806,29.8,67,21.9,23,78.6923766360471,-11.816303093642,1.59334121535738,-1.51215979379981,-0.813476651450444,-0.83853941152856,0.0219116946324847,-5.95200481807522e-15,-4.73233054281353e-15
"169",169,"P35-0","P35","1",2014-05-12,"1",2014-05-19,0,NA,1,"I-R2-0","I-R2",0,NA,27.66,25.24,26.45,28.2,24.5,3.2,40.4,28.8,34.6,43,27,16,0,NA,12,5,11,7,25.2614285714286,24.1371428571429,26.3857142857143,33.0714285714286,28.0285714285714,38.1142857142857,28.2,67,22,23,79.3856204225689,-13.2265196778289,-1.25520096478303,-3.84733132397283,0.841848617122238,-0.227365575940538,-0.00998328848597776,-6.2154652109369e-16,7.35427295019499e-14
"170",170,"P36-0","P36","1",2014-05-26,"1",2014-06-02,0,NA,1,"I-R2-0","I-R2",0,NA,26.1,22.98,24.54,26.3,22.6,3.3,36.8,25.2,31,39,23,16,0,NA,8,5,11,8,24.955,23.781875,26.128125,32.159375,27.5,36.81875,27.5,67,21.9,23,80.6292593100196,-12.542381956915,-0.0962917757517655,-4.72661500601165,0.446989150822747,0.293819670045173,0.0775824287291267,2.03054283211889e-16,-4.64550322252697e-14
"171",171,"P37-0","P37","1",2014-05-26,"1",2014-06-02,0,NA,1,"I-R2-0","I-R2",0,NA,26.1,22.98,24.54,26.3,22.6,3.3,36.8,25.2,31,39,23,16,0,NA,33,21,11,15,25.4871666666667,24.414,26.5603333333333,32.0566666666667,27.8266666666667,36.2866666666667,28.4,67,21.9,23,81.6060524851132,-12.5833631775093,0.216146400525807,-3.43564632679465,-0.0878972023310409,0.0246335260942694,0.0405216186169631,-1.33295661859178e-15,-3.12345684470492e-14
"172",172,"P38-0","P38","1",2014-05-29,"1",2014-06-05,0,NA,1,"I-R2-0","I-R2",0,NA,26.56,24.44,25.5,26.8,23,3.3,36.4,25.4,30.9,39,23,16,0,NA,0,0,11,3,24.9733333333333,23.88,26.0666666666667,31.1,26.4,35.8,26.8,41,22.5,23,84.5753076273833,10.655393736811,-10.6935308665011,-1.71916553490834,3.20310916785703,1.39745503965606,0.00452764035349754,1.97323109672374e-14,1.00371962781407e-13
"173",173,"P39-0","P39","1",2014-06-02,"1",2014-06-09,0,NA,1,"I-R2-0","I-R2",0,NA,26.64,24.68,25.66,26.8,23.6,2.9,36,26.2,31.1,37,26,11,0,NA,72,58,11,20,26.2335,25.2775,27.1895,31.65625,27.94,35.3725,29.5,67,21.9,23,83.631462547567,-12.5052075712564,0.964389585217537,-1.81057371930443,-0.722622400764076,-0.425791360489249,-0.00941149476730773,-5.35673445729378e-15,-1.61243037126925e-15
"174",174,"P40-0","P40","1",2014-06-02,"1",2014-06-09,0,NA,1,"I-R2-0","I-R2",0,NA,26.64,24.68,25.66,26.8,23.6,2.9,36,26.2,31.1,37,26,11,0,NA,94,60,11,23,26.4514130434783,25.52,27.3828260869565,31.2358695652174,27.7173913043478,34.754347826087,29.5,67,21.9,23,84.7199248892583,-12.2504318400275,1.56588982861344,-1.64777357711236,-1.00723219705556,-0.607646808761443,-0.0129129286661748,-7.41064705285032e-15,-6.58935202384671e-15
"175",175,"P41-0","P41","1",2014-06-09,"1",2014-06-16,0,NA,1,"I-R2-0","I-R2",0,NA,25.54,23.56,24.55,25.9,22.5,3.4,37,28,32.5,41,25,16,0,NA,7,5,11,7,25.0271428571429,23.9207142857143,26.1335714285714,32.3821428571429,28.1571428571429,36.6071428571429,27.5,67,21.9,23,85.5229485441487,-13.2841532946884,-0.81081003347508,-4.3156692552955,-0.162178444436034,0.330742305766528,0.099266752343492,-2.12841406850094e-15,-1.01355560792984e-13
"176",176,"P42-0","P42","1",2014-06-19,"1",2014-06-26,0,NA,1,"I-R2-0","I-R2",0,NA,25.92,23.58,24.75,26.9,22,4.9,35.2,27.2,31.2,37,26,10,0,NA,0,0,11,3,24.8866666666667,23.8666666666667,25.9066666666667,33.9333333333333,29,38.8666666666667,26.9,67,22,26,86.1572428618644,-14.6491292856624,-3.3699724137508,-4.75696651599386,0.391029940843072,-0.22655399067633,-0.0740122157180831,-1.5484960104819e-15,9.21563123991811e-14
"177",177,"P43-0","P43","1",2014-07-07,"1",2014-07-14,0,NA,1,"I-R2-0","I-R2",0,NA,26.425,24.275,25.35,27.1,23.2,3.3,34.75,28,31.375,39,27,12,0,NA,62,56,11,25,27.1807333333333,26.2044,28.1570666666667,31.149,27.7973333333333,34.5006666666667,36.3,68,21.9,26,87.3423254504525,-14.1836853780855,2.92495264967854,4.8559486790351,0.267399722126069,0.63034742154884,0.0158268402240272,6.89795933022297e-15,-2.44831873088734e-14
